Chemical	Term	GOID	Bonferroni
C314409	positive regulation of transcription, DNA-templated	GO:0045893	1.1333451723729229e-21
C314409	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	5.086551752281224e-15
C314409	regulation of signal transduction by p53 class mediator	GO:1901796	1.7319479184152442e-13
C314409	cellular response to DNA damage stimulus	GO:0006974	3.4638958368304884e-12
C314409	negative regulation of apoptotic process	GO:0043066	3.983480212355062e-12
C314409	protein phosphorylation	GO:0006468	4.156675004196586e-12
C314409	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	3.030908857226677e-11
C314409	regulation of transcription from RNA polymerase II promoter	GO:0006357	2.0904611375272e-10
C314409	G1/S transition of mitotic cell cycle	GO:0000082	2.2515322939398172e-10
C314409	replicative senescence	GO:0090399	5.836664485059372e-10
C314409	transcription, DNA-templated	GO:0006351	1.8743140373089773e-09
C314409	transcription initiation from RNA polymerase II promoter	GO:0006367	2.366706830514431e-09
C314409	negative regulation of transcription, DNA-templated	GO:0045892	2.486904016052449e-09
C314409	G2/M transition of mitotic cell cycle	GO:0000086	1.0613723122609995e-08
C314409	viral process	GO:0016032	2.1130630356580585e-08
C314409	peptidyl-serine phosphorylation	GO:0018105	6.221901471814562e-08
C314409	stimulatory C-type lectin receptor signaling pathway	GO:0002223	1.6217889720060438e-07
C314409	cell cycle arrest	GO:0007050	2.5753559962371497e-07
C314409	transcription from RNA polymerase II promoter	GO:0006366	2.60762737402942e-07
C314409	chromatin remodeling	GO:0006338	4.187762593366173e-07
C314409	DNA repair	GO:0006281	8.351690118368894e-07
C314409	regulation of cell cycle	GO:0051726	9.9081972204651e-07
C314409	apoptotic process	GO:0006915	1.4983349068131702e-06
C314409	circadian regulation of gene expression	GO:0032922	5.974789757612343e-06
C314409	stress-activated MAPK cascade	GO:0051403	6.00116300997211e-06
C314409	ATP-dependent chromatin remodeling	GO:0043044	1.104349037273078e-05
C314409	negative regulation of neuron death	GO:1901215	1.1785103224082327e-05
C314409	negative regulation of cell proliferation	GO:0008285	1.2748992299860262e-05
C314409	androgen receptor signaling pathway	GO:0030521	1.4133735683818927e-05
C314409	response to drug	GO:0042493	2.299004814809713e-05
C314409	cellular response to hypoxia	GO:0071456	2.351638441477899e-05
C314409	cell cycle	GO:0007049	3.5448778676783206e-05
C314409	negative regulation of gene expression	GO:0010629	4.087328883228825e-05
C314409	DNA damage checkpoint	GO:0000077	6.253812384648949e-05
C314409	cellular response to insulin stimulus	GO:0032869	6.813286095663784e-05
C314409	cellular response to hydrogen peroxide	GO:0070301	0.00015224751916642631
C314409	positive regulation of apoptotic process	GO:0043065	0.00015876950866489103
C314409	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.00021876613753391003
C314409	intracellular receptor signaling pathway	GO:0030522	0.00027839955522901416
C314409	protein stabilization	GO:0050821	0.0004863761697830871
C314409	regulation of cell proliferation	GO:0042127	0.0006899170241382312
C314409	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.001030932396081874
C314409	TRIF-dependent toll-like receptor signaling pathway	GO:0035666	0.0016354121068501426
C314409	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0042771	0.002781076387517456
C314409	protein autophosphorylation	GO:0046777	0.0034890513386331983
C314409	response to estradiol	GO:0032355	0.0038621360552461015
C314409	cellular response to organic cyclic compound	GO:0071407	0.004047948618893571
C314409	cell division	GO:0051301	0.005903311458862137
C314409	nucleosome disassembly	GO:0006337	0.006490716884319458
C314409	regulation of transcription, DNA-templated	GO:0006355	0.007379383076176805
C314409	NIK/NF-kappaB signaling	GO:0038061	0.00784454739087781
C314409	peptidyl-threonine phosphorylation	GO:0018107	0.007895660259160997
C314409	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079	0.009003824191582854
C314409	cell proliferation	GO:0008283	0.009298469666930265
C85029	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.695044997810827e-27
C85029	regulation of signal transduction by p53 class mediator	GO:1901796	6.13093173341059e-22
C85029	positive regulation of transcription, DNA-templated	GO:0045893	1.0072333090552996e-20
C85029	negative regulation of apoptotic process	GO:0043066	5.228210658361488e-16
C85029	cellular response to DNA damage stimulus	GO:0006974	3.809462321032398e-14
C85029	viral process	GO:0016032	3.9479530755670567e-13
C85029	Fc-epsilon receptor signaling pathway	GO:0038095	5.921929613350585e-13
C85029	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	1.322564280314964e-10
C85029	apoptotic process	GO:0006915	1.3403300691550155e-10
C85029	stimulatory C-type lectin receptor signaling pathway	GO:0002223	2.3056045961311608e-10
C85029	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.654719246299237e-10
C85029	regulation of cellular response to heat	GO:1900034	1.4642957957278213e-09
C85029	positive regulation of NF-kappaB transcription factor activity	GO:0051092	6.353440884510064e-09
C85029	T cell receptor signaling pathway	GO:0050852	2.7563621052273387e-08
C85029	peptidyl-serine phosphorylation	GO:0018105	4.539336606601552e-08
C85029	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	8.643490168047661e-08
C85029	protein stabilization	GO:0050821	1.3301462353787485e-07
C85029	negative regulation of transcription, DNA-templated	GO:0045892	1.5828408572726715e-07
C85029	protein ubiquitination	GO:0016567	1.6029576488385544e-07
C85029	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	1.7445016131656388e-07
C85029	Ras protein signal transduction	GO:0007265	4.0580231586151427e-07
C85029	response to drug	GO:0042493	7.273633065851827e-07
C85029	negative regulation of cell proliferation	GO:0008285	8.433702635146646e-07
C85029	protein phosphorylation	GO:0006468	1.357276921520878e-06
C85029	nucleotide-binding oligomerization domain containing signaling pathway	GO:0070423	1.4809057123921219e-06
C85029	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	1.4809057123921219e-06
C85029	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	1.5152958853237308e-06
C85029	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0006978	3.3650299740006777e-06
C85029	TRIF-dependent toll-like receptor signaling pathway	GO:0035666	3.574681939344515e-06
C85029	protein sumoylation	GO:0016925	4.860241374249342e-06
C85029	positive regulation of gene expression	GO:0010628	6.049554175047157e-06
C85029	cellular response to hypoxia	GO:0071456	9.657066681545423e-06
C85029	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.5859429340348008e-05
C85029	protein autophosphorylation	GO:0046777	2.7248411751168437e-05
C85029	activation of MAPK activity	GO:0000187	2.789990712137591e-05
C85029	protein K63-linked ubiquitination	GO:0070534	2.925334502079657e-05
C85029	cellular response to hydrogen peroxide	GO:0070301	3.1660823336499e-05
C85029	replicative senescence	GO:0090399	4.354827756058999e-05
C85029	response to stress	GO:0006950	5.491148979186456e-05
C85029	transcription from RNA polymerase II promoter	GO:0006366	5.789286345647682e-05
C85029	positive regulation of protein ubiquitination	GO:0031398	8.08685740100179e-05
C85029	beta-catenin-TCF complex assembly	GO:1904837	8.793218202884923e-05
C85029	transcription, DNA-templated	GO:0006351	9.530507591359871e-05
C85029	DNA repair	GO:0006281	0.00010654024930711879
C85029	regulation of cell cycle	GO:0051726	0.00011533031221255818
C85029	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	0.0002273014527932604
C85029	positive regulation of DNA repair	GO:0045739	0.0002273014527932604
C85029	positive regulation of apoptotic process	GO:0043065	0.0002670469946011167
C85029	protein polyubiquitination	GO:0000209	0.0005348584523292567
C85029	chromatin remodeling	GO:0006338	0.0008346858678073278
C85029	cellular response to organic cyclic compound	GO:0071407	0.0008355672061518549
C85029	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0009395345157470203
C85029	peptidyl-threonine phosphorylation	GO:0018107	0.0010017180124030078
C85029	ERBB2 signaling pathway	GO:0038128	0.0010017180124030078
C85029	double-strand break repair via nonhomologous end joining	GO:0006303	0.0013188175236567012
C85029	androgen receptor signaling pathway	GO:0030521	0.0015988645875053553
C85029	aging	GO:0007568	0.0016649728796740426
C85029	cellular response to UV	GO:0034644	0.002459563396469689
C85029	signal transduction	GO:0007165	0.0032753872799571315
C85029	cell cycle arrest	GO:0007050	0.0038661007767780697
C85029	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	0.004857578359038993
C85029	protein autoubiquitination	GO:0051865	0.005313033214742302
C85029	positive regulation by host of viral transcription	GO:0043923	0.006855996374485862
C85029	DNA damage checkpoint	GO:0000077	0.00694519116275094
C85029	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0042771	0.008221861800717711
C85029	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.00922467813540595
C85029	DNA double-strand break processing	GO:0000729	0.00927908665640631
C85029	positive regulation of telomere maintenance via telomerase	GO:0032212	0.009674213850834446
C50555	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.816466665614401e-18
C50555	negative regulation of apoptotic process	GO:0043066	3.1824540267711816e-15
C50555	positive regulation of transcription, DNA-templated	GO:0045893	1.0641689838441515e-14
C50555	viral process	GO:0016032	1.1643391251027133e-14
C50555	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.92382776376121e-11
C50555	regulation of signal transduction by p53 class mediator	GO:1901796	3.324547304117686e-10
C50555	transcription from RNA polymerase II promoter	GO:0006366	3.191176323191769e-09
C50555	negative regulation of transcription, DNA-templated	GO:0045892	1.2387937564639628e-08
C50555	cell cycle arrest	GO:0007050	3.404267212570033e-08
C50555	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	3.961377448291614e-08
C50555	negative regulation of cell proliferation	GO:0008285	4.823187405023077e-08
C50555	regulation of transcription from RNA polymerase II promoter in response to hypoxia	GO:0061418	1.2587798814411855e-07
C50555	protein stabilization	GO:0050821	2.998991964764386e-07
C50555	response to drug	GO:0042493	1.962459759141666e-06
C50555	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	5.235061669606189e-06
C50555	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	GO:0042787	1.5233184371576947e-05
C50555	apoptotic process	GO:0006915	3.140999178274928e-05
C50555	positive regulation of cell proliferation	GO:0008284	3.534824795836666e-05
C50555	ubiquitin-dependent protein catabolic process	GO:0006511	0.00010634698793365871
C50555	positive regulation of gene expression	GO:0010628	0.00011284239877507041
C50555	protein sumoylation	GO:0016925	0.00012481386354046278
C50555	beta-catenin-TCF complex assembly	GO:1904837	0.00014276926706924264
C50555	regulation of cellular response to heat	GO:1900034	0.00048662598497384296
C50555	protein phosphorylation	GO:0006468	0.0007481706512540988
C50555	protein complex assembly	GO:0006461	0.0013289523922646038
C50555	positive regulation of protein localization to nucleus	GO:1900182	0.0015331936662399404
C50555	positive regulation of protein binding	GO:0032092	0.0016982629754866974
C50555	negative regulation of cell growth	GO:0030308	0.0018986668781798555
C50555	SMAD protein signal transduction	GO:0060395	0.001900589387892393
C50555	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.00236614880834618
C50555	transforming growth factor beta receptor signaling pathway	GO:0007179	0.002373027451679444
C50555	response to endoplasmic reticulum stress	GO:0034976	0.0069730079179533
C81335775	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	5.350605335259816e-28
C81335775	positive regulation of transcription, DNA-templated	GO:0045893	1.2977002724746475e-16
C81335775	Fc-epsilon receptor signaling pathway	GO:0038095	3.9634961979118094e-13
C81335775	negative regulation of apoptotic process	GO:0043066	9.908740494779522e-13
C81335775	protein phosphorylation	GO:0006468	1.1890488593735427e-12
C81335775	viral process	GO:0016032	2.378097718747085e-12
C81335775	I-kappaB kinase/NF-kappaB signaling	GO:0007249	1.2485013023422198e-11
C81335775	stimulatory C-type lectin receptor signaling pathway	GO:0002223	2.4573676427053212e-11
C81335775	protein autophosphorylation	GO:0046777	1.551312411862682e-09
C81335775	regulation of cell proliferation	GO:0042127	4.497180960960634e-09
C81335775	peptidyl-tyrosine phosphorylation	GO:0018108	4.842203304988858e-09
C81335775	ERBB2 signaling pathway	GO:0038128	6.431565280351492e-09
C81335775	peptidyl-tyrosine autophosphorylation	GO:0038083	1.0665173633128688e-08
C81335775	signal transduction	GO:0007165	1.1907135166744354e-08
C81335775	positive regulation of NF-kappaB transcription factor activity	GO:0051092	1.3076961069558024e-08
C81335775	positive regulation of type I interferon production	GO:0032481	1.1138355116013796e-07
C81335775	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	1.4874365961148328e-07
C81335775	innate immune response	GO:0045087	2.043009669217e-07
C81335775	phosphatidylinositol-mediated signaling	GO:0048015	3.0207127732495564e-07
C81335775	transcription from RNA polymerase II promoter	GO:0006366	5.741812243442722e-07
C81335775	MAPK cascade	GO:0000165	6.385269607500632e-07
C81335775	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.1485164972402373e-06
C81335775	activation of MAPKK activity	GO:0000186	1.5203369303495864e-06
C81335775	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	2.0429737062066518e-06
C81335775	intracellular signal transduction	GO:0035556	4.322015415003655e-06
C81335775	cellular response to insulin stimulus	GO:0032869	5.085750193756233e-06
C81335775	regulation of phosphatidylinositol 3-kinase signaling	GO:0014066	5.71613293420814e-06
C81335775	cell proliferation	GO:0008283	8.014462007044365e-06
C81335775	T cell receptor signaling pathway	GO:0050852	1.0898602957332136e-05
C81335775	negative regulation of transcription, DNA-templated	GO:0045892	1.6373340521735887e-05
C81335775	apoptotic process	GO:0006915	1.999650531436803e-05
C81335775	nucleotide-binding oligomerization domain containing signaling pathway	GO:0070423	2.7092749970480945e-05
C81335775	peptidyl-serine phosphorylation	GO:0018105	2.7181135916598546e-05
C81335775	regulation of interferon-gamma-mediated signaling pathway	GO:0060334	3.170468389557257e-05
C81335775	negative regulation of insulin receptor signaling pathway	GO:0046627	7.10501942678965e-05
C81335775	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	8.831389793806377e-05
C81335775	activation of MAPK activity	GO:0000187	9.511555382146764e-05
C81335775	insulin receptor signaling pathway	GO:0008286	0.00011372137342213762
C81335775	negative regulation of cell proliferation	GO:0008285	0.000167572032346186
C81335775	transcription initiation from RNA polymerase II promoter	GO:0006367	0.00017584976055540213
C81335775	cellular response to organic cyclic compound	GO:0071407	0.0002830499294527167
C81335775	response to drug	GO:0042493	0.0003215356829527893
C81335775	regulation of signal transduction by p53 class mediator	GO:1901796	0.00034132385163265777
C81335775	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.00036739914550076863
C81335775	response to estradiol	GO:0032355	0.0003825764944355159
C81335775	positive regulation of tyrosine phosphorylation of Stat3 protein	GO:0042517	0.0003924855132182437
C81335775	phosphatidylinositol phosphorylation	GO:0046854	0.000492534401704936
C81335775	positive regulation of nitric oxide biosynthetic process	GO:0045429	0.0008425273552865598
C81335775	heart development	GO:0007507	0.0009911243211502274
C81335775	cellular response to mechanical stimulus	GO:0071260	0.0010302556932612061
C81335775	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0011580107871668188
C81335775	regulation of type I interferon-mediated signaling pathway	GO:0060338	0.0015071976549443367
C81335775	JNK cascade	GO:0007254	0.0018675485272451329
C81335775	T cell costimulation	GO:0031295	0.0019659271240241027
C81335775	positive regulation of glucose import in response to insulin stimulus	GO:2001275	0.002626370632552111
C81335775	rhythmic process	GO:0048511	0.003351250679157536
C81335775	epidermal growth factor receptor signaling pathway	GO:0007173	0.004164266074704326
C81335775	response to antibiotic	GO:0046677	0.004457397555593823
C81335775	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	0.00495490385228714
C81335775	MyD88-dependent toll-like receptor signaling pathway	GO:0002755	0.005222495078377354
C81335775	cytokine-mediated signaling pathway	GO:0019221	0.0061757615814389535
C81335775	response to muscle stretch	GO:0035994	0.006566032445342818
C81335775	positive regulation of cell proliferation	GO:0008284	0.007180049943404376
C563122	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.1875046275136833e-37
C563122	positive regulation of transcription, DNA-templated	GO:0045893	2.177164080662795e-24
C563122	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	2.5678786830483546e-15
C563122	viral process	GO:0016032	8.199654795065639e-15
C563122	transcription, DNA-templated	GO:0006351	4.7852277695881185e-11
C563122	protein phosphorylation	GO:0006468	5.947631276370657e-11
C563122	negative regulation of transcription, DNA-templated	GO:0045892	3.704192508280357e-10
C563122	negative regulation of apoptotic process	GO:0043066	5.837202943226316e-10
C563122	transcription from RNA polymerase II promoter	GO:0006366	5.81899195495339e-09
C563122	response to drug	GO:0042493	6.4587013515193795e-09
C563122	negative regulation of cell proliferation	GO:0008285	4.480290483055426e-08
C563122	circadian rhythm	GO:0007623	4.5448619978571976e-08
C563122	positive regulation of gene expression	GO:0010628	9.608291307028338e-08
C563122	androgen receptor signaling pathway	GO:0030521	1.9813340168539642e-07
C563122	regulation of transcription from RNA polymerase II promoter	GO:0006357	2.604852927801105e-07
C563122	apoptotic process	GO:0006915	2.9255347810952514e-07
C563122	regulation of cell cycle	GO:0051726	4.003086333526085e-07
C563122	cellular response to DNA damage stimulus	GO:0006974	6.881775114209177e-07
C563122	regulation of cellular response to heat	GO:1900034	1.2363376117319194e-06
C563122	response to cytokine	GO:0034097	1.477170630703739e-06
C563122	chromatin remodeling	GO:0006338	4.2844633025840295e-06
C563122	regulation of signal transduction by p53 class mediator	GO:1901796	7.002230484665083e-06
C563122	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	1.2184533844106227e-05
C563122	Fc-epsilon receptor signaling pathway	GO:0038095	1.8776243910556545e-05
C563122	positive regulation by host of viral transcription	GO:0043923	2.505667923602406e-05
C563122	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	7.316798730350182e-05
C563122	nucleosome disassembly	GO:0006337	7.633352516722701e-05
C563122	circadian regulation of gene expression	GO:0032922	8.911136963984934e-05
C563122	intracellular receptor signaling pathway	GO:0030522	0.00017818147236070558
C563122	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.00018849629476835883
C563122	cellular response to hypoxia	GO:0071456	0.00020898060224538997
C563122	negative regulation of neuron death	GO:1901215	0.00024531192923926687
C563122	cellular lipid metabolic process	GO:0044255	0.0002859534302606104
C563122	regulation of cell proliferation	GO:0042127	0.00031945928198151563
C563122	cell cycle arrest	GO:0007050	0.0003309758056164736
C563122	ATP-dependent chromatin remodeling	GO:0043044	0.0004031853089724313
C563122	cellular response to hormone stimulus	GO:0032870	0.0005078756832245236
C563122	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.0006629429967500711
C563122	regulation of cell death	GO:0010941	0.0007148786401289798
C563122	negative regulation of cell growth	GO:0030308	0.0012512223361044186
C563122	cell cycle	GO:0007049	0.0013918657345683982
C563122	positive regulation of fibroblast proliferation	GO:0048146	0.0015401112032743525
C563122	rhythmic process	GO:0048511	0.0015401112032743525
C563122	peptidyl-serine phosphorylation	GO:0018105	0.0016030643554966195
C563122	cellular response to estradiol stimulus	GO:0071392	0.001957394254229694
C563122	response to estradiol	GO:0032355	0.0023025571134659413
C563122	signal transduction	GO:0007165	0.002439002949225389
C563122	transforming growth factor beta receptor signaling pathway	GO:0007179	0.002479648248877031
C563122	peptidyl-threonine phosphorylation	GO:0018107	0.005580662873060138
C563122	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0060300172555436396
C563122	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.0060300172555436396
C563122	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.006625032827494714
C563122	transcription initiation from RNA polymerase II promoter	GO:0006367	0.006962562747687251
C563122	positive regulation of cell proliferation	GO:0008284	0.008410995317125079
C446720	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.2745827115243106e-42
C446720	positive regulation of transcription, DNA-templated	GO:0045893	2.7647684093453483e-27
C446720	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	7.441289565009128e-21
C446720	negative regulation of apoptotic process	GO:0043066	3.0428552024223693e-19
C446720	negative regulation of transcription, DNA-templated	GO:0045892	7.215992994062762e-16
C446720	protein phosphorylation	GO:0006468	1.1064881452122907e-14
C446720	cellular response to DNA damage stimulus	GO:0006974	9.344387123673132e-14
C446720	regulation of signal transduction by p53 class mediator	GO:1901796	2.0528023725319144e-13
C446720	peptidyl-serine phosphorylation	GO:0018105	2.0528023725319144e-13
C446720	transcription from RNA polymerase II promoter	GO:0006366	2.258082609785106e-11
C446720	viral process	GO:0016032	7.985401229149147e-11
C446720	response to drug	GO:0042493	1.0777212455792551e-10
C446720	transcription, DNA-templated	GO:0006351	3.617037780401233e-10
C446720	apoptotic process	GO:0006915	1.3901577555763822e-08
C446720	regulation of cellular response to heat	GO:1900034	7.804733792582398e-08
C446720	stimulatory C-type lectin receptor signaling pathway	GO:0002223	1.1645957742612012e-07
C446720	peptidyl-threonine phosphorylation	GO:0018107	1.608327421243061e-07
C446720	negative regulation of cell proliferation	GO:0008285	9.472959984213604e-07
C446720	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	9.86412520331825e-07
C446720	positive regulation of type I interferon production	GO:0032481	1.9559022357285016e-06
C446720	Fc-epsilon receptor signaling pathway	GO:0038095	2.6523076783746542e-06
C446720	stress-activated MAPK cascade	GO:0051403	5.3938626695115835e-06
C446720	I-kappaB kinase/NF-kappaB signaling	GO:0007249	7.496182952371201e-06
C446720	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	9.802320410479126e-06
C446720	regulation of cell cycle	GO:0051726	1.1865808882460804e-05
C446720	replicative senescence	GO:0090399	1.351223876056018e-05
C446720	signal transduction	GO:0007165	2.185075959482141e-05
C446720	protein stabilization	GO:0050821	2.901400423527267e-05
C446720	cellular response to mechanical stimulus	GO:0071260	2.941999009031804e-05
C446720	circadian rhythm	GO:0007623	4.5682693985305e-05
C446720	transcription initiation from RNA polymerase II promoter	GO:0006367	8.410547519421828e-05
C446720	rhythmic process	GO:0048511	8.954216761580813e-05
C446720	response to toxic substance	GO:0009636	0.0001236382285603188
C446720	positive regulation of gene expression	GO:0010628	0.0001994047356189688
C446720	cellular response to hypoxia	GO:0071456	0.0003215202226454217
C446720	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.0003215216944421062
C446720	cellular response to gamma radiation	GO:0071480	0.00033163130236468774
C446720	positive regulation of cell proliferation	GO:0008284	0.000478701480963184
C446720	positive regulation of nitric oxide biosynthetic process	GO:0045429	0.0005407774082143435
C446720	T cell receptor signaling pathway	GO:0050852	0.0007996559206040478
C446720	cellular response to insulin stimulus	GO:0032869	0.0010778695168816024
C446720	cellular response to lipopolysaccharide	GO:0071222	0.0011343928417949511
C446720	inflammatory response	GO:0006954	0.0015819933574532374
C446720	positive regulation of fibroblast proliferation	GO:0048146	0.0021628420681720764
C446720	cell cycle	GO:0007049	0.0022989999627863744
C446720	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0042771	0.0026292516541333018
C446720	cellular response to hydrogen peroxide	GO:0070301	0.0029910020935425274
C446720	circadian regulation of gene expression	GO:0032922	0.0029910020935425274
C446720	G2/M transition of mitotic cell cycle	GO:0000086	0.004875826906624692
C446720	negative regulation of gene expression	GO:0010629	0.004875826906624692
C446720	response to muscle stretch	GO:0035994	0.004931433497906257
C446720	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0006978	0.004931433497906257
C446720	regulation of cell proliferation	GO:0042127	0.005145300878608095
C446720	response to estrogen	GO:0043627	0.006521522778333844
C446720	glucose homeostasis	GO:0042593	0.006783232103613757
C446720	ERBB2 signaling pathway	GO:0038128	0.007478569415593883
C446720	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.008397241724046878
C446720	trachea formation	GO:0060440	0.009131899504381868
C446720	negative regulation of neuron death	GO:1901215	0.009694312488188195
C85532758	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.3662721305720073e-24
C85532758	positive regulation of transcription, DNA-templated	GO:0045893	1.1726591899901911e-23
C85532758	regulation of signal transduction by p53 class mediator	GO:1901796	6.133438892298115e-17
C85532758	negative regulation of apoptotic process	GO:0043066	4.2743586448068527e-13
C85532758	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	7.052691763931308e-12
C85532758	regulation of cellular response to heat	GO:1900034	1.3677947663381929e-11
C85532758	peptidyl-serine phosphorylation	GO:0018105	3.0561664310369e-11
C85532758	transcription from RNA polymerase II promoter	GO:0006366	6.090961068849765e-11
C85532758	apoptotic process	GO:0006915	7.180922523275513e-11
C85532758	protein phosphorylation	GO:0006468	3.622518951473808e-10
C85532758	regulation of cell cycle	GO:0051726	5.701994432172341e-10
C85532758	viral process	GO:0016032	9.865219752214216e-10
C85532758	positive regulation of gene expression	GO:0010628	1.133987348467258e-09
C85532758	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	1.346850408978639e-09
C85532758	negative regulation of cell proliferation	GO:0008285	1.5797602004319344e-08
C85532758	cellular response to hydrogen peroxide	GO:0070301	1.7568682508795064e-08
C85532758	cellular response to DNA damage stimulus	GO:0006974	5.5235611751136566e-08
C85532758	negative regulation of transcription, DNA-templated	GO:0045892	1.3798932430031385e-07
C85532758	protein stabilization	GO:0050821	5.707917064556868e-07
C85532758	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	7.456626562873936e-07
C85532758	canonical Wnt signaling pathway	GO:0060070	8.447383640364238e-07
C85532758	response to drug	GO:0042493	1.2658257206865642e-06
C85532758	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	2.940830081787915e-06
C85532758	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GO:1900740	3.0644837004656367e-06
C85532758	positive regulation of protein phosphorylation	GO:0001934	3.968613166427382e-06
C85532758	G2/M transition of mitotic cell cycle	GO:0000086	8.887563715420654e-06
C85532758	peptidyl-threonine phosphorylation	GO:0018107	1.810591766071568e-05
C85532758	beta-catenin-TCF complex assembly	GO:1904837	4.486316343166319e-05
C85532758	positive regulation of neuron apoptotic process	GO:0043525	4.486316343166319e-05
C85532758	cellular response to UV	GO:0034644	5.3031255530799903e-05
C85532758	negative regulation of canonical Wnt signaling pathway	GO:0090090	5.487046373986448e-05
C85532758	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	6.845202318039867e-05
C85532758	protein autophosphorylation	GO:0046777	9.55604922736608e-05
C85532758	Fc-epsilon receptor signaling pathway	GO:0038095	0.00013585741481259017
C85532758	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0006978	0.00014701859175692
C85532758	response to muscle stretch	GO:0035994	0.00014701859175692
C85532758	cell cycle arrest	GO:0007050	0.00015064831560851477
C85532758	positive regulation of neuron death	GO:1901216	0.00020706199982267748
C85532758	negative regulation of cell growth	GO:0030308	0.0004600641904340952
C85532758	positive regulation of cell proliferation	GO:0008284	0.0005094159965849386
C85532758	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.0005150716647638331
C85532758	cellular response to gamma radiation	GO:0071480	0.0006651058204130145
C85532758	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.0007622052674614023
C85532758	cellular response to hypoxia	GO:0071456	0.0009217050454110033
C85532758	cell cycle	GO:0007049	0.0010027214514899407
C85532758	DNA repair	GO:0006281	0.002201359247048229
C85532758	replicative senescence	GO:0090399	0.002412969232996165
C85532758	transcription, DNA-templated	GO:0006351	0.004489868569876765
C85532758	positive regulation of telomere maintenance via telomerase	GO:0032212	0.006157464191820172
C85532758	regulation of apoptotic process	GO:0042981	0.0067075284831871205
