Q8TBF5	PIGX
Q5VZ52	MORN5
P86478	PRR20E
Q9UEU0	VTI1B
A0PJE2	DHRS12
P35527	KRT9
A1L453	PRSS38
Q9NWD8	TMEM248
P35523	CLCN1
Q5VU97	CACHD1
P10124	SRGN
Q6AW86	ZNF324B
A1L188	NDUFAF8
P05108	CYP11A1
Q8TEY7	USP33
Q8TEY5	CREB3L4
Q9HBI6	CYP4F11
Q8WUQ7	CACTIN
Q8N4L2	TMEM55A
O95071	UBR5
Q8N4L4	SPEM1
Q8N4L8	CCDC24
Q9Y6C5	PTCH2
P05109	S100A8
Q8N127	OR5AS1
P49336	CDK8
P49335	POU3F4
Q96M02	C10orf90
Q53EZ4	CEP55
Q9Y6C7	LINC00312
Q96B77	TMEM186
Q6PCT2	FBXL19
Q96JX3	SERAC1
P23416	GLRA2
P23415	GLRA1
Q6ZSY5	PPP1R3F
O75356	ENTPD5
O75355	ENTPD3
O75354	ENTPD6
O75352	MPDU1
O75351	VPS4B
Q8IVH2	FOXP4
Q8NGZ9	OR2T10
Q8IVH4	MMAA
Q8TCW9	PROKR1
Q02930	CREB5
Q8NGZ2	OR14K1
Q8NGZ3	OR13G1
Q16236	NFE2L2
Q8NGZ6	OR6F1
Q8NGZ4	OR2G3
Q8NGZ5	OR2G2
P60896	SHFM1
Q8N2K1	UBE2J2
P05543	SERPINA7
P82930	MRPS34
P20809	IL11
P82932	MRPS6
Q9BPY8	HOPX
Q14CB8	ARHGAP19
P20807	CAPN3
P20800	EDN2
Q9NXC5	MIOS
Q99808	SLC29A1
Q7L1Q6	BZW1
Q9NS86	LANCL2
Q96DC7	TMCO6
Q96F44	TRIM11
Q96F45	ZNF503
Q96DC9	OTUB2
P67809	YBX1
Q9Y5R2	MMP24
Q11130	FUT7
Q9Y5R4	HEMK1
Q96EL1	FAM212A
Q9Y5R6	DMRT1
Q8IXT2	DMRTC2
Q8NDF8	PAPD5
Q13554	CAMK2B
Q92747	ARPC1A
Q13371	PDCL
Q13370	PDE3B
Q9BX68	HINT2
Q3ZAQ7	VMA21
Q5T686	AVPI1
Q9BX69	CARD6
P14735	IDE
Q5T0Z8	C6orf132
Q9ULW6	NAP1L2
Q9ULW5	RAB26
Q9ULW2	FZD10
Q9ULW3	ABT1
Q96KJ9	COX4I2
Q16222	UAP1
P61158	ACTR3
Q5TGL8	PXDC1
Q9UMD9	COL17A1
Q9ULW8	PADI3
Q8NA72	POC5
Q8IZF6	ADGRG4
O95602	POLR1A
Q8IZF4	ADGRG5
O95600	KLF8
Q8IZF2	ADGRF5
Q8IZF3	ADGRF4
Q8IZF0	NALCN
O94991	SLITRK5
P54826	GAS1
Q86XT2	VPS37D
P0C6T2	OST4
P48060	GLIPR1
P48061	CXCL12
Q8NC60	NOA1
Q9HCE7	SMURF1
Q9HCE0	EPG5
Q8NC67	NETO2
Q9BZ11	ADAM33
P48067	SLC6A9
Q6ECI4	ZNF470
O15516	CLOCK
Q9BRL6	SRSF8
Q9BRL7	SEC22C
A6NMZ7	COL6A6
Q9HCE9	ANO8
O15511	ARPC5
O60516	EIF4EBP3
O94903	PROSC
Q2KJY2	KIF26B
A2RUG3	XKRY2
Q9NU53	GINM1
P22830	FECH
Q14181	POLA2
P50052	AGTR2
P50053	KHK
Q96EK6	GNPNAT1
Q96EK7	FAM120B
Q96EK4	THAP11
Q96EK5	KIF1BP
Q96K17	BTF3L4
Q9UN19	DAPP1
Q96K12	FAR2
Q96NY9	MUS81
Q9NTX7	RNF146
Q6ZR03	Q6ZR03
O95452	GJB6
Q9BTX7	TTPAL
Q13769	THOC5
O60941	DTNB
Q8WXK1	ASB15
Q13765	NACA
Q8WXK3	ASB13
P40261	NNMT
Q13761	RUNX3
Q580R0	C2orf27A
P19957	PI3
O94823	ATP10B
Q53H12	AGK
Q9Y271	CYSLTR1
P51452	DUSP3
P51451	BLK
Q9NW38	FANCL
Q9BUJ0	ABHD14A
P16278	GLB1
Q9BUJ2	HNRNPUL1
O95453	PARN
Q8N7B1	HORMAD2
Q8N7B6	PACRGL
P62263	RPS14
Q8NC96	NECAP1
Q9H6W3	NO66
Q14183	DOC2A
P30542	ADORA1
Q96NR8	RDH12
P13385	TDGF1
Q15067	ACOX1
Q9Y272	RASD1
P31639	SLC5A2
P46783	RPS10
P31146	CORO1A
O95450	ADAMTS2
Q7L311	ARMCX2
Q8NHB1	OR2V1
P55073	DIO3
P48454	PPP3CC
Q8NHB7	OR5K1
O15273	TCAP
Q8NHB8	OR5K2
Q86V71	ZNF429
O15182	CETN3
P10721	KIT
Q9Y2G0	EFR3B
Q8TDJ6	DMXL2
Q9Y2G2	CARD8
Q9Y2G3	ATP11B
Q9Y2G4	ANKRD6
Q9Y2G5	POFUT2
Q9Y2G7	ZFP30
Q96GM1	PLPPR2
Q9Y2G9	SBNO2
Q9HB40	SCPEP1
Q08945	SSRP1
Q6ZVT6	C3orf67
P07199	CENPB
Q8N8H1	ZNF321P
Q6NS38	ALKBH2
P07195	LDHB
P07197	NEFM
P07196	NEFL
P09131	SLC10A3
O75751	SLC22A3
P09132	SRP19
Q96PU9	ODF3
Q9HB21	PLEKHA1
Q9Y397	ZDHHC9
Q08493	PDE4C
Q92989	CLP1
Q9Y394	DHRS7
Q5T5C0	STXBP5
Q9BT76	UPK3B
H3BR10	SMLR1
Q08495	DMTN
P56597	NME5
Q92982	NINJ1
Q9BT78	COPS4
Q5VUD6	FAM69B
Q92985	IRF7
P37840	SNCA
O14581	OR7A17
Q9NVF9	ETNK2
Q8TBP6	SLC25A40
Q4ZG55	GREB1
O15060	ZBTB39
Q9P2B2	PTGFRN
Q9BVK8	TMEM147
Q86X24	HORMAD1
O75582	RPS6KA5
Q86X27	RALGPS2
P32248	CCR7
P52907	CAPZA1
Q8TF40	FNIP1
Q92187	ST8SIA4
Q92186	ST8SIA2
Q92185	ST8SIA1
Q96RL1	UIMC1
P04183	TK1
P04181	OAT
P04180	LCAT
O14770	MEIS2
Q8TF46	DIS3L
Q9NXX6	NSMCE4A
Q9BXS1	IDI2
Q9BXS0	COL25A1
Q9BXS6	NUSAP1
Q9BXS5	AP1M1
Q9BXS4	TMEM59
Q86UU1	PHLDB1
Q86UU0	BCL9L
Q9BXS9	SLC26A6
Q86UU5	GGN
Q9H8V3	ECT2
P20783	NTF3
Q5H9F3	BCORL1
Q6WRI0	IGSF10
Q24JP5	TMEM132A
P22079	LPO
Q9Y3E2	BOLA1
Q8IVU3	HERC6
Q9P2B4	CTTNBP2NL
Q9C0F3	ZNF436
Q9Y3E1	HDGFRP3
Q9C0F1	CEP44
Q9C0F0	ASXL3
Q9Y3E0	GOLT1B
P84022	SMAD3
Q9UQQ2	SH2B3
Q9NVR2	INTS10
Q01718	MC2R
P01699	IGLV1-44
P10600	TGFB3
O60637	TSPAN3
Q8IX15	HOMEZ
O75503	CLN5
Q5VT52	RPRD2
O75506	HSBP1
Q9NVR0	KLHL11
P78508	KCNJ10
A6NNL0	NUTM2B
P11844	CRYGA
O75509	TNFRSF21
Q8IX19	MCEMP1
Q8IX18	DHX40
Q9H3G5	CPVL
Q00005	PPP2R2B
Q9Y6K1	DNMT3A
Q8TAV0	FAM76A
Q9Y6K5	OAS3
Q8TAV4	STOML3
Q7L3S4	ZNF771
Q9Y6K8	AK5
Q9Y6K9	IKBKG
O60721	SLC24A1
Q9BZI1	IRX2
P05362	ICAM1
O60494	CUBN
Q5TA79	LCE2A
Q96QV1	HHIP
P06310	IGKV2-30
Q96AG3	SLC25A46
P06312	IGKV4-1
O95382	MAP3K6
Q01130	SRSF2
Q9UHB4	NDOR1
Q5MY95	ENTPD8
Q6NTF7	APOBEC3H
O95388	WISP1
Q9UJY4	GGA2
Q8NFG4	FLCN
Q09327	MGAT3
Q9H9L3	ISG20L2
P59826	BPIFB3
Q32M88	ATHL1
Q13164	MAPK7
Q32M84	BTBD16
O75943	RAD17
Q8TAC1	RFESD
Q9H410	DSN1
P82664	MRPS10
P31152	MAPK4
Q9NRB3	CHST12
Q9Y334	VWA7
Q86V86	PIM3
Q6PH81	C16orf87
O60262	GNG7
Q3ZCW2	LGALSL
Q8N554	ZNF276
Q6PH85	DCUN1D2
Q86V40	TRABD2A
Q7RTY5	PRSS48
Q7RTY3	PRSS45
Q7RTY1	SLC16A9
P61981	YWHAG
Q13573	SNW1
Q9UIV8	SERPINB13
Q6R6M4	USP17L2
O60266	ADCY3
Q9UIV1	CNOT7
Q5JUK9	PAGE3
P48444	ARCN1
Q6P4F7	ARHGAP11A
Q17RW2	COL24A1
Q96LC7	SIGLEC10
Q7Z2E3	APTX
O94832	MYO1D
O94830	DDHD2
Q7LG56	RRM2B
Q53HL2	CDCA8
Q02548	PAX5
A2RU54	HMX2
Q8IW45	NAXD
Q8TD26	CHD6
Q9HAF1	MEAF6
O75952	CABYR
Q8IW41	MAPKAPK5
Q8IW40	CCDC103
Q8TD20	SLC2A12
Q9Y573	IPP
P12814	ACTN1
Q04724	TLE1
Q8TAC2	JOSD2
Q5HYC2	KIAA2026
Q04727	TLE4
P33260	CYP2C18
Q8WWP7	GIMAP1
P26012	ITGB8
Q9BZA5	TXLNGY
Q2TB90	HKDC1
Q9H1Y3	OPN3
Q9UM21	MGAT4A
Q8NDH6	ICA1L
Q6N075	MFSD5
P00568	AK1
P24863	CCNC
P21817	RYR1
P21810	BGN
P24864	CCNE1
Q9UJF2	RASAL2
Q5TZ20	OR2G6
Q9Y5H2	PCDHGA11
P33176	KIF5B
Q8NDH2	CCDC168
Q6Q4G3	LVRN
O00189	AP4M1
O43572	AKAP10
Q9UJY1	HSPB8
O43570	CA12
Q2MKA7	RSPO1
Q9NY43	BARHL2
Q02763	TEK
P33032	MC5R
Q9NY47	CACNA2D2
Q9NWM3	CUEDC1
Q9NWM0	SMOX
Q53F19	NCBP3
Q96PM9	ZNF385A
O95273	CCNDBP1
Q96MC6	MFSD14A
Q53TS8	ALS2CR11
Q9UHH9	IP6K2
Q96MC5	C16orf45
Q8N1A0	KRT222
Q6PII3	CCDC174
P07202	TPO
Q6PII5	HAGHL
P07204	THBD
Q8N1A6	C4orf33
U3KPV4	A3GALT2
Q4U2R8	SLC22A6
Q14677	CLINT1
Q14676	MDC1
Q14674	ESPL1
Q14679	TTLL4
Q14678	KANK1
Q9UNT1	RABL2B
P29218	IMPA1
O94766	B3GAT3
Q14929	ZNF169
O94763	URI1
O94762	RECQL5
O94761	RECQL4
O94760	DDAH1
Q8NH03	OR2T3
Q96IY4	CPB2
Q8NH01	OR2T11
Q8NH00	OR2T4
Q8NH07	OR11H2
O75636	FCN3
Q8NH05	OR4Q3
O94768	STK17B
Q8WUX2	CHAC2
Q12789	GTF3C1
Q12788	TBL3
Q7Z6M1	RABEPK
P84996	GNAS
Q86XS5	ANGPTL5
P19544	WT1
Q2NL82	TSR1
Q96B54	ZNF428
Q96HW7	INTS4
P04406	GAPDH
O75838	CIB2
Q9UPV9	TRAK1
Q8WV60	PTCD2
P21917	DRD4
Q5VZF2	MBNL2
Q9UPV0	CEP164
Q86WN1	FCHSD1
Q96E93	KLRG1
Q9H019	MTFR1L
Q8NA19	L3MBTL4
Q2QD12	RPEL1
O60921	HUS1
P30153	PPP2R1A
O60927	PPP1R11
Q9NVR7	TBCCD1
O60925	PFDN1
Q9GZN2	TGIF2
Q9NXE8	CWC25
O60928	KCNJ13
P47902	CDX1
P47900	P2RY1
P47901	AVPR1B
P30488	HLA-B
Q4ZIN3	TMEM259
Q5ST30	VARS2
P30481	HLA-B
P30480	HLA-B
P30483	HLA-B
P30485	HLA-B
P30484	HLA-B
P30487	HLA-B
P30486	HLA-B
Q9Y4A0	JRKL
P34810	CD68
Q15784	NEUROD2
Q15785	TOMM34
Q6FHJ7	SFRP4
P13716	ALAD
Q7L2H7	EIF3M
Q9UQN3	CHMP2B
Q06730	ZNF33A
Q06732	ZNF33B
Q8NGQ6	OR9I1
Q7Z614	SNX20
Q7Z2Z1	TICRR
Q13425	SNTB2
Q52LD8	RFTN2
Q7Z3I7	ZNF572
Q9NP59	SLC40A1
Q9NP58	ABCB6
Q53GS9	USP39
Q8IVA1	PCP2
P80303	NUCB2
Q5T6F0	DCAF12
Q9NZW4	DSPP
Q5T6F2	UBAP2
Q07065	CKAP4
Q9NSA2	KCND1
Q9NSA3	CTNNBIP1
Q9NSA0	SLC22A11
O95484	CLDN9
Q8N5M9	JAGN1
Q13070	GAGE6
Q8NGQ5	OR9Q1
Q12889	OVGP1
P17020	ZNF16
Q13421	MSLN
P17022	ZNF18
P17023	ZNF19
Q8N5M1	ATPAF2
P17028	ZNF24
Q8N5M4	TTC9C
P61218	POLR2F
Q07889	SOS1
Q5VYM1	C9orf131
O95013	OR4F21
Q9H707	ZNF552
Q8WTP8	AEN
P50990	CCT8
P50993	ATP1A2
P50995	ANXA11
Q15257	PPP2R4
Q9C0E4	GRIP2
Q5TF21	SOGA3
Q8IUG5	MYO18B
Q8NDY6	BHLHE23
Q5GLZ8	HERC4
Q9H0N5	PCBD2
P35368	ADRA1B
Q5VWI1	TCERG1L
Q5JTD7	LRRC73
P05114	HMGN1
P05113	IL5
P05112	IL4
Q5JTD0	TJAP1
Q86TA1	MOB3B
A6NNT2	C16orf96
O76071	CIAO1
O76070	SNCG
O76076	WISP2
O76075	DFFB
Q9NRY6	PLSCR3
Q96I25	RBM17
Q5SRI9	MANEA
Q96I27	ZNF625
O00303	EIF3F
Q9P2D6	FAM135A
Q9P2D7	DNAH1
Q96I23	PYURF
Q7Z4H8	KDELC2
Q9P2D8	UNC79
P55259	GP2
P60508	ERVFRD-1
Q13952	NFYC
Q13951	CBFB
Q13950	RUNX2
Q6ZT12	UBR3
Q969X2	ST6GALNAC6
Q969X1	TMBIM1
Q969X0	RILPL2
Q96CD0	FBXL8
Q96CD2	PPCDC
O95171	SCEL
Q9UL26	RAB22A
Q9BVK2	ALG8
Q9BRQ8	AIFM2
Q8TAI1	TYMSOS
Q9BRQ6	CHCHD6
P56696	KCNQ4
Q52MB2	CCDC184
Q9BRQ3	NUDT22
P13796	LCP1
Q9H6X4	TMEM134
Q86WX3	RPS19BP1
Q96SQ7	ATOH8
Q8IWT0	ZBTB8OS
Q96SQ5	ZNF587
P32418	SLC8A1
Q96M95	CCDC42
P57073	SOX8
P57071	PRDM15
O00321	ETV2
P52597	HNRNPF
P57076	C21orf59
Q9H340	OR51B6
P52594	AGFG1
Q9UKI3	VPREB3
Q9UKI2	CDC42EP3
Q96NB2	SFXN2
Q96NB3	ZNF830
Q96EV2	RBM33
P05091	ALDH2
Q9HD40	SEPSECS
Q9UKI9	POU2F3
Q9UKI8	TLK1
Q96QB1	DLC1
Q96EV8	DTNBP1
Q8NI29	FBXO27
O15372	EIF3H
O15371	EIF3D
O15370	SOX12
A1X283	SH3PXD2B
O15375	SLC16A5
O15374	SLC16A4
Q9H1D9	POLR3F
P43378	PTPN9
O15379	HDAC3
A5LHX3	PSMB11
Q96A56	TP53INP1
P59861	DEFB131
P29017	CD1C
Q9Y274	ST3GAL6
P78314	SH3BP2
P78317	RNF4
P78316	NOP14
Q9Y278	HS3ST2
P78318	IGBP1
P61513	RPL37A
Q9HBD1	RC3H2
Q9NRJ7	PCDHB16
P22301	IL10
O14594	NCAN
P22303	ACHE
Q8NI27	THOC2
P22304	IDS
P22307	SCP2
P16619	CCL3L3
P22309	UGT1A1
Q8N9I0	SYT2
Q92963	RIT1
Q5SQI0	ATAT1
Q8N9I5	FADS6
Q15323	KRT31
Q8NI22	MCFD2
P54855	UGT2B15
Q01523	DEFA5
Q8IV61	RASGRP3
Q01524	DEFA6
O95196	CSPG5
P00403	MT-CO2
Q95IE3	HLA-DRB1
Q14318	FKBP8
Q6ZMM2	ADAMTSL5
Q8IZQ8	MYOCD
Q96GG9	DCUN1D1
Q14314	FGL2
Q14315	FLNC
P21579	SYT1
Q96CB8	INTS12
Q9H7V2	SYNDIG1
O43815	STRN
Q8TDQ7	GNPDA2
Q2I0M4	LRRC26
Q9GZN4	PRSS22
O43813	LANCL1
O43812	DUX1
Q13526	PIN1
O43819	SCO2
Q9UL45	BLOC1S6
Q76M96	CCDC80
P01730	CD4
O43749	OR1F1
O14732	IMPA2
Q8N3D4	EHBP1L1
O14598	VCY
O43747	AP1G1
Q99259	GAD1
O43741	PRKAB2
Q96PE3	INPP4A
Q8N966	ZDHHC22
Q15800	MSMO1
Q92796	DLG3
Q92797	SYMPK
Q92794	KAT6A
P41231	P2RY2
Q92793	CREBBP
P10144	GZMB
P10145	CXCL8
P86452	ZBED6
Q9P2D3	HEATR5B
Q9P2B7	CFAP97
P43632	KIR2DS4
Q7KZI7	MARK2
Q8WVR3	C7orf43
Q9H765	ASB8
Q9Y3B7	MRPL11
Q9Y3B4	SF3B6
Q9Y3B2	EXOSC1
Q9Y3B3	TMED7
Q9Y3B1	PRELID3B
P22460	KCNA5
Q6ZQX7	LIAT1
P35503	UGT1A3
Q9Y3B8	REXO2
Q9Y3B9	RRP15
Q99814	EPAS1
Q8NEB9	PIK3C3
Q99816	TSG101
Q8TEW8	PARD3B
Q86WZ6	ZNF227
P42356	PI4KA
P42357	HAL
Q8NEB5	PLPP5
Q8NEB7	ACRBP
Q96JF6	ZNF594
Q9UGU0	TCF20
P0CJ78	ZNF865
Q9UGU5	HMGXB4
P0CJ74	MTRNR2L7
P0CJ75	MTRNR2L8
P0CJ76	MTRNR2L9
P0CJ77	MTRNR2L10
Q8N4B1	FAM109A
P0CJ71	MTRNR2L4
P0CJ72	MTRNR2L5
Q14764	MVP
Q5VTE0	EEF1A1P5
Q8NHP8	PLBD2
Q9H063	MAF1
Q9H061	TMEM126A
P46527	CDKN1B
Q6UWE0	LRSAM1
Q6UWE3	CLPSL2
Q6P050	FBXL22
Q8NGX5	OR10K1
Q8NGX6	OR10R2
Q8NGX0	OR11L1
Q8NGX1	OR2T34
Q8NGX2	OR2T35
Q8NGX3	OR10T2
Q8N3P4	VPS8
O75330	HMMR
O75333	TBX10
O75335	PPFIA4
Q7Z6V5	ADAT2
Q9BQT9	CLSTN3
Q9BQT8	SLC25A21
Q5SWW7	C10orf55
Q6XPS3	TPTE2
Q8IVN8	SBSPON
Q02952	AKAP12
Q969Z3	MARC2
P20226	TBP
Q6ZP80	TMEM182
Q8TCQ1	MARCH1
Q8IY95	TMEM192
Q86XI8	C19orf68
O95969	SCGB1D2
O75635	SERPINB7
Q5D0E6	DALRD3
Q5VY09	IER5
P02649	APOE
Q12891	HYAL2
Q9NPD3	EXOSC4
P57055	RIPPLY3
Q9UBJ2	ABCD2
Q9BQE6	LBHD1
Q96DM3	C18orf8
Q0VGE8	ZNF816
Q13319	CDK5R2
Q8IUZ0	LRRC49
Q8IUZ5	PHYKPL
P98095	FBLN2
Q9UPG8	PLAGL2
Q13310	PABPC4
Q8NDD1	C1orf131
Q9BSR8	YIPF4
Q13315	ATM
P29034	S100A2
Q13316	DMP1
Q8N616	LINC00311
Q6IPR1	ETFRF1
Q8N612	FAM160A2
Q68D51	DENND2C
Q6DHV7	ADAL
Q3SY77	UGT3A2
P19397	CD53
P04899	GNAI2
A2RUC4	TYW5
P06493	CDK1
Q96DY7	MTBP
Q9H267	VPS33B
Q9ULU8	CADPS
P17252	PRKCA
Q9UIL1	SCOC
Q9H9S0	NANOG
Q8IZD2	KMT2E
Q9H9S3	SEC61A2
Q9H9S4	CAB39L
Q9H9S5	FKRP
O00198	HRK
Q8N9U0	TC2N
P13942	COL11A2
P36888	FLT3
P13945	ADRB3
Q9BZ71	PITPNM3
Q9BZ72	PITPNM2
Q8IU54	IFNL1
O75791	GRAP2
Q9HCK8	CHD8
Q8IYT2	CMTR2
Q8NC44	FAM134A
Q8IWD4	CCDC117
Q9HCK4	ROBO2
Q9HCK5	AGO4
Q99742	NPAS1
Q9BXR6	CFHR5
Q8NC42	RNF149
Q9HCK1	ZDBF2
P01594	IGKV1-33
Q00994	BEX3
P62807	HIST1H2BE
Q08117	AES
P55008	AIF1
Q8WXI2	CNKSR2
Q96FN5	KIF12
Q8WXI7	MUC16
A3KFT3	OR2M5
Q8WXI4	ACOT11
Q96K30	RITA1
Q96K31	C8orf76
Q9UN36	NDRG2
Q9UN37	VPS4A
O95965	ITGBL1
Q99583	MNT
Q96K37	SLC35E1
Q9BUH6	C9orf142
E9PQ53	NDUFC2-KCTD14
Q9UKU6	TRHDE
P0DP58	P0DP58
Q9BUH8	BEGAIN
P19971	TYMP
Q9H8Y8	GORASP2
P22680	CYP7A1
P22681	CBL
Q08828	ADCY1
Q8NCY6	MSANTD4
Q9NR80	ARHGEF4
Q9NR81	ARHGEF3
Q9NR82	KCNQ5
Q9NR83	SLC2A4RG
Q16204	CCDC6
P62241	RPS8
Q16206	ENOX2
P62244	RPS15A
Q32P28	P3H1
P12018	VPREB1
P62249	RPS16
Q86UT5	PDZD3
P20794	MAK
Q15004	KIAA0101
Q2M3W8	ZNF181
Q6P1N9	TATDN1
Q8WWM9	CYGB
Q3MIR4	TMEM30B
Q9UP95	SLC12A4
Q96GW7	BCAN
Q9HB65	ELL3
Q9H1B4	NXF5
O94929	ABLIM3
Q9HB63	NTN4
Q8TAM2	TTC8
Q6IFN5	OR7E24
O14627	CDX4
Q15003	NCAPH
O14625	CXCL11
Q8TDL5	BPIFB1
Q8IZJ3	CPAMD8
P84098	RPL19
Q9Y2A0	TP53TG1
Q9Y5H0	PCDHGA3
Q6IA69	NADSYN1
O14628	ZNF195
Q16630	CPSF6
O15553	MEFV
Q92890	UFD1L
Q8N8F7	LSMEM1
Q96GJ1	TRMT2B
O94805	ACTL6B
Q6PGN9	PSRC1
Q9BVV6	KIAA0586
Q9BVV7	TIMM21
Q9H2A7	CXCL16
Q9BVV2	FNDC11
P56202	CTSW
Q9H2A3	NEUROG2
Q9H2A2	ALDH8A1
P13051	UNG
P53990	IST1
O60783	MRPS14
P09110	ACAA1
Q9H2A9	CHST8
Q86Y26	NUTM1
P13056	NR2C1
Q5T2W1	PDZK1
P16662	UGT2B7
P53992	SEC24C
Q9BYG0	B3GNT5
Q9NVD3	SETD4
Q8NBU5	ATAD1
Q9BYG8	GSDMC
Q9BT92	TCHP
Q6P1R4	DUS1L
Q99708	RBBP8
P52961	ART1
O14569	CYB561D2
Q5T5Y3	CAMSAP1
Q6ZVC0	NYAP1
A8K0R7	ZNF839
Q99081	TCF12
Q9BYE2	TMPRSS13
Q8TCE9	LGALS14
P63092	GNAS
O14562	UBFD1
Q9NNW5	WDR6
P0C7U1	ASAH2B
Q9NNW7	TXNRD2
Q14964	RAB39A
Q96RW7	HMCN1
P58557	YBEY
Q9Y253	POLH
Q15465	SHH
Q86UW1	SLC51A
Q86UW7	CADPS2
Q86UW6	N4BP2
P35754	GLRX
P54646	PRKAA2
Q86UW9	DTX2
Q6P1R3	MSANTD2
Q9NXZ2	DDX43
P51788	CLCN2
Q8TAM6	ERMN
Q9H2X9	SLC12A5
Q9H8T0	AKTIP
Q9ULA0	DNPEP
Q8IYY4	DZIP1L
Q5T0U0	CCDC122
Q6L8G9	KRTAP5-6
Q10567	AP1B1
O15355	PPM1G
P01718	IGLV3-27
A6NGG8	C2orf71
O15357	INPPL1
Q96KP4	CNDP2
Q6UXA7	C6orf15
Q9Y259	CHKB
Q96G04	EEF2KMT
P78504	JAG1
Q08211	DHX9
P30874	SSTR2
O75528	TADA3
O75529	TAF5L
Q16633	POU2AF1
Q9Y512	SAMM50
O75525	KHDRBS3
O75526	RBMXL2
O75832	PSMD10
O75521	ECI2
O75830	SERPINI2
P51786	ZNF157
O14678	ABCD4
Q9Y6M9	NDUFB9
P11310	ACADM
Q9Y250	LZTS1
P08240	SRPRA
Q6V0I7	FAT4
Q8TAT6	NPLOC4
P08243	ASNS
Q9Y6M7	SLC4A7
P08246	ELANE
P08247	SYP
Q7RTU3	OLIG3
P12104	FABP2
Q9Y4E5	ZNF451
Q2M296	MTHFSD
P17538	CTRB1
O75570	MTRF1
Q2VYF4	LETM2
P05305	EDN1
P0DMU2	OR8G3P
O95819	MAP4K4
O95816	BAG2
O95817	BAG3
Q96AE7	TTC17
P0DMU8	CT45A5
O95813	CER1
O95810	SDPR
Q9H479	FN3K
Q9BYE3	LCE3D
Q13148	TARDBP
Q13144	EIF2B5
Q8IZY2	ABCA7
O75783	RHBDL1
Q8NFI3	ENGASE
Q8IZY5	BLID
O75787	ATP6AP2
P52788	SMS
P52789	HK2
P03999	OPN1SW
Q8TF27	AGAP11
Q8TA94	ZNF563
Q8TF21	ANKRD24
Q8TF20	ZNF721
Q96T17	MAP7D2
Q13255	GRM1
Q9Y6H5	SNCAIP
Q9P296	C5AR2
Q9P291	ARMCX1
Q56A73	SPIN4
Q01196	RUNX1
Q8N6C8	LILRA3
Q96Q27	ASB2
Q9P299	COPZ2
Q9P298	HIGD1B
P62888	RPL30
P12109	COL6A1
Q6P9G4	TMEM154
Q58FF8	HSP90AB2P
P43121	MCAM
Q9H3E2	SNX25
Q6P9G0	CYB5D1
Q58FF6	HSP90AB4P
Q58FF7	HSP90AB3P
Q96T54	KCNK17
Q5VVX9	UBE2U
Q6P9G9	ZNF449
Q8TAQ2	SMARCC2
Q9H4H8	FAM83D
P98153	DGCR2
P98155	VLDLR
Q9Y6H3	ATP23
O94850	DDN
P08294	SOD3
O94855	SEC24D
O94854	KIAA0754
Q99489	DDO
Q6IPX3	TCEAL6
P10635	CYP2D6
Q01546	KRT76
O95389	WISP3
Q8TD43	TRPM4
O75145	PPFIA3
Q8TD47	RPS4Y2
Q6ZTQ3	RASSF6
P12830	CDH1
P12838	DEFA4
Q04743	EMX2
P26358	DNMT1
Q04741	EMX1
A6NI15	MSGN1
Q9Y6H8	GJA3
Q70SY1	CREB3L2
P11216	PYGB
Q8NFR9	IL17RE
Q8WZ04	LRTOMT
P10082	PYY
Q9H3S3	TMPRSS5
Q14332	FZD2
Q9Y462	ZNF711
P06870	KLK1
Q6GMR7	FAAH2
Q02742	GCNT1
Q9H7X2	C1orf115
P24844	MYL9
Q2M389	KIAA1033
Q9NRG1	PRTFDC1
Q8N1C3	GABRG1
P12956	XRCC6
P12955	PEPD
P31483	TIA1
P37288	AVPR1A
O43555	GNRH2
P07225	PROS1
O43557	TNFSF14
Q6QNY1	BLOC1S2
O43559	FRS3
Q9NXJ0	MS4A12
Q8WY07	SLC7A3
B2RUZ4	SMIM1
P46952	HAAO
Q6FIF0	ZFAND6
P58317	ZNF121
Q96MA6	AK8
A6NIZ1	A6NIZ1
Q96MA1	DMRTB1
P49279	SLC11A1
Q16787	LAMA3
Q6ZMV7	LEKR1
Q7Z2G1	H2BFWT
Q14699	RFTN1
Q14695	KIAA0087
Q14694	USP10
Q14697	GANAB
Q14696	MESDC2
Q14691	GINS1
Q14690	PDCD11
Q6ZMV8	ZNF730
Q14692	BMS1
Q6IEU7	OR5M10
Q9BYZ2	LDHAL6B
P08582	MELTF
Q9BYZ6	RHOBTB2
Q6AI08	HEATR6
Q8N4H5	TOMM5
Q9UMQ3	BARX2
Q16696	CYP2A13
Q16695	HIST3H3
Q7KYR7	BTN2A1
O14818	PSMA7
Q16690	DUSP5
O14815	CAPN9
O14817	TSPAN4
Q8NGS6	OR13C3
O14810	CPLX1
Q8N3Y1	FBXW8
Q16698	DECR1
P16870	CPE
Q96B33	CLDN23
P60033	CD81
Q9UPT6	MAPK8IP3
Q9UPT5	EXOC7
P16871	IL7R
Q9UPT9	USP22
Q9UPT8	ZC3H4
P04424	ASL
Q3MHD2	LSM12
O60306	AQR
O60307	MAST3
O60304	ZNF500
P81277	PRLH
P81274	GPSM2
Q8NGS9	OR13C2
Q9UKJ1	PILRA
Q5MJ68	SPDYC
O60308	CEP104
Q96QP1	ALPK1
P47928	ID4
P47929	LGALS7B
Q68DX3	FRMPD2
