"chid","chnm","casn","code","dsstox_substance_id","clib"
47973,"4,4'-Propane-2,2-diylbis(2,6-dimethylphenol)","5613-46-7","C5613467","DTXSID8047973","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
47974,"2,3',4,4'-Tetrahydroxybenzophenone","61445-50-9","C61445509","DTXSID3047974","TOX21SL"
48122,"Benzyl-C8-18-alkyldimethylammonium chlorides","63449-41-2","C63449412","DTXSID1048122","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48161,"Rimcazole dihydrochloride","75859-03-9","C75859039","DTXSID2048161","TOX21SL"
48166,"PharmaGSID_48166","NOCAS_48166","CNOCAS48166","DTXSID7048166","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48167,"FR900409","138472-01-2","C138472012","DTXSID2048167","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48168,"Fabesetron hydrochloride","129299-90-7","C129299907","DTXSID7048168","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48169,"Fabesetron","129300-27-2","C129300272","DTXSID2048169","TOX21SL"
48170,"FR150011","149413-74-1","C149413741","DTXSID1048170","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48171,"FR145237","146011-65-6","C146011656","DTXSID6048171","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48172,"PharmaGSID_48172","NOCAS_48172","CNOCAS48172","DTXSID1048172","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48174,"FR167356","174185-16-1","C174185161","DTXSID1048174","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48175,"Difpas-pyrazole","151506-44-4","C151506444","DTXSID6048175","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48176,"YM218","NOCAS_48176","CNOCAS48176","DTXSID1048176","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48178,"FR130739","136042-19-8","C136042198","DTXSID1048178","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48180,"4-Propylaniline","2696-84-6","C2696846","DTXSID5048180","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48181,"4-tert-Butylaniline","769-92-6","C769926","DTXSID0048181","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48182,"Cyclohexylphenylketone","712-50-5","C712505","DTXSID5048182","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48183,"Enterolactone","78473-71-9","C78473719","DTXSID0048183","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48184,"Melengestrol acetate","2919-66-6","C2919666","DTXSID5048184","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48185,"Apomorphine hydrochloride hydrate","41372-20-7","C41372207","DTXSID0048185","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48186,"Tetrac","67-30-1","C67301","DTXSID5048186","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48187,"1-Methoxy-4-tert-pentylcyclohexane","199584-38-8","C199584388","DTXSID0048187","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48188,"4-Thiocresol","106-45-6","C106456","DTXSID5048188","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48189,"Lauryl gallate","1166-52-5","C1166525","DTXSID0048189","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48190,"Methyl abietate","127-25-3","C127253","DTXSID9048190","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48191,"4,4'-Methylenebis(2,6-diethylaniline)","13680-35-8","C13680358","DTXSID4048191","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48192,"4-Butylchlorobenzene","15499-27-1","C15499271","DTXSID9048192","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48193,"4,4'-Di-tert-butylbiphenyl","1625-91-8","C1625918","DTXSID4048193","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48194,"Heptanophenone","1671-75-6","C1671756","DTXSID9048194","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48195,"4-(Hexyloxy)phenol","18979-55-0","C18979550","DTXSID4048195","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48196,"4-tert-Butylbenzenethiol","2396-68-1","C2396681","DTXSID9048196","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48198,"4-Propylcyclohexanone","40649-36-3","C40649363","DTXSID9048198","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48199,"4-Butyloxyaniline","4344-55-2","C4344552","DTXSID4048199","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48200,"2,4,6-Trimethylbenzoic acid","480-63-7","C480637","DTXSID6048200","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48201,"Cyclobutyl phenyl ketone","5407-98-7","C5407987","DTXSID1048201","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48202,"Isopropyl phenyl ketone","611-70-1","C611701","DTXSID6048202","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48203,"Ethyl 4-chlorophenyl ketone","6285-05-8","C6285058","DTXSID1048203","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48204,"4-Butylcyclohexanol","70568-60-4","C70568604","DTXSID6048204","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48206,"4-Chloropentylbenzene","79098-20-7","C79098207","DTXSID6048206","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48207,"Diphenyl phosphate","838-85-7","C838857","DTXSID1048207","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48208,"Methyl 2-methylbenzoate","89-71-4","C89714","DTXSID6048208","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48209,"tert-Butyl phenyl ketone","938-16-9","C938169","DTXSID1048209","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48210,"Phenyl benzoate","93-99-2","C93992","DTXSID0048210","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48211,"Ethyl 4-methylbenzoate","94-08-6","C94086","DTXSID5048211","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48259,"Desmopressin","16679-58-6","C16679586","DTXSID1048259","TOX21SL"
48270,"Metrizoate sodium","7225-61-8","C7225618","DTXSID4048270","TOX21SL"
48271,"Ipodate sodium","1221-56-3","C1221563","DTXSID9048271","TOX21SL"
48291,"Iodophthalein","386-17-4","C386174","DTXSID7048291","TOX21SL"
48310,"Carbazochrome","69-81-8","C69818","DTXSID3048310","TOX21SL"
48333,"Mivacurium","133814-19-4","C133814194","DTXSID6048333","TOX21SL"
48349,"Argipressin","113-79-1","C113791","DTXSID0048349","TOX21SL"
48379,"Ropivacaine hydrochloride","98717-15-8","C98717158","DTXSID2048379","TOX21SL"
48383,"2,3-Dihydroxypropyl octanoate","502-54-5","C502545","DTXSID6048383","TOX21SL"
48421,"Dibenzepin hydrochloride","315-80-0","C315800","DTXSID5048421","TOX21SL"
48449,"Naphazoline","835-31-4","C835314","DTXSID3048449","TOX21SL"
48494,"Sarafloxacin","98105-99-8","C98105998","DTXSID8048494","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
48505,"PharmaGSID_48505","NOCAS_48505","CNOCAS48505","DTXSID0048505","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48506,"PharmaGSID_48506","588941-45-1","C588941451","DTXSID5048506","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48507,"PharmaGSID_48507","NOCAS_48507","CNOCAS48507","DTXSID0048507","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48509,"PharmaGSID_48509","NOCAS_48509","CNOCAS48509","DTXSID0048509","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48510,"PharmaGSID_48510","460081-99-6","C460081996","DTXSID9048510","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48511,"PharmaGSID_48511","1062243-51-9","C1062243519","DTXSID4048511","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48512,"Ro 23-7637","107071-66-9","C107071669","DTXSID9048512","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48513,"PharmaGSID_48513","825643-57-0","C825643570","DTXSID4048513","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48514,"PharmaGSID_48514","NOCAS_48514","CNOCAS48514","DTXSID9048514","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48516,"PharmaGSID_48516","NOCAS_48516","CNOCAS48516","DTXSID9048516","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48518,"PharmaGSID_48518","NOCAS_48518","CNOCAS48518","DTXSID9048518","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48519,"PharmaGSID_48519","686756-87-6","C686756876","DTXSID4048519","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48520,"Piragliatin","625114-41-2","C625114412","DTXSID3048520","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48521,"PharmaGSID_48521","1191914-21-2","C1191914212","DTXSID8048521","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48522,"HMR1171 trifluoroacetate (1:1)","NOCAS_48522","CNOCAS48522","DTXSID3048522","TOX21SL|TOXCAST|TOXCAST_donatedpharma|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
48574,"Sulfonmethane","115-24-2","C115242","DTXSID3048574","TOX21SL"
48575,"Lypressin","50-57-7","C50577","DTXSID8048575","TOX21SL"
48576,"Alacepril","74258-86-9","C74258869","DTXSID3048576","TOX21SL"
48577,"Amogastrin","16870-37-4","C16870374","DTXSID8048577","TOX21SL"
48578,"Pralatrexate","146464-95-1","C146464951","DTXSID3048578","TOX21SL"
48579,"Romidepsin","128517-07-7","C128517077","DTXSID8048579","TOX21SL"
48580,"Saxagliptin","361442-04-8","C361442048","DTXSID7048580","TOX21SL"
48581,"Tigecycline","220620-09-7","C220620097","DTXSID2048581","TOX21SL"
48582,"Cefcapene pivoxil hydrochloride","147816-23-7","C147816237","DTXSID7048582","TOX21SL"
48583,"Atipamezole hydrochloride","104075-48-1","C104075481","DTXSID2048583","TOX21SL"
48584,"Aviptadil","40077-57-4","C40077574","DTXSID7048584","TOX21SL"
48585,"Beraprost sodium","88475-69-8","C88475698","DTXSID2048585","TOX21SL"
48586,"Bisbentiamine","2667-89-2","C2667892","DTXSID7048586","TOX21SL"
48587,"Bucillamine","65002-17-7","C65002177","DTXSID2048587","TOX21SL"
48588,"Bunazosin hydrochloride","52712-76-2","C52712762","DTXSID7048588","TOX21SL"
48589,"Butenafine hydrochloride","101827-46-7","C101827467","DTXSID2048589","TOX21SL"
48590,"Cefetamet pivoxil HCl","111696-23-2","C111696232","DTXSID1048590","TOX21SL"
48591,"Cefminox sodium","75498-96-3","C75498963","DTXSID6048591","TOX21SL"
48592,"Cefozopran hydrochloride","113981-44-5","C113981445","DTXSID1048592","TOX21SL"
48593,"Cefquinome sulfate","118443-89-3","C118443893","DTXSID6048593","TOX21SL"
48594,"Ceftezole sodium","41136-22-5","C41136225","DTXSID1048594","TOX21SL"
48595,"Chloroprocaine hydrochloride","3858-89-7","C3858897","DTXSID6048595","TOX21SL"
48596,"Deferasirox","201530-41-8","C201530418","DTXSID1048596","TOX21SL"
48597,"Delapril hydrochloride","83435-67-0","C83435670","DTXSID6048597","TOX21SL"
48598,"Diflucortolone valerate","59198-70-8","C59198708","DTXSID1048598","TOX21SL"
48599,"Felypressin","56-59-7","C56597","DTXSID6048599","TOX21SL"
48600,"Flurbiprofen axetil","91503-79-6","C91503796","DTXSID8048600","TOX21SL"
48601,"Fosfluconazole","194798-83-9","C194798839","DTXSID3048601","TOX21SL"
48602,"Fursultiamine hydrochloride","2105-43-3","C2105433","DTXSID8048602","TOX21SL"
48603,"Hydrocortisone buteprate","72590-77-3","C72590773","DTXSID3048603","TOX21SL"
48604,"Leucomycin tartrate","37280-56-1","C37280561","DTXSID8048604","TOX21SL"
48605,"Landiolol hydrochloride","144481-98-1","C144481981","DTXSID3048605","TOX21SL"
48606,"Lobenzarit sodium","64808-48-6","C64808486","DTXSID8048606","TOX21SL"
48607,"Luliconazole","187164-19-8","C187164198","DTXSID3048607","TOX21SL"
48608,"Lysozyme hydrochloride","9066-59-5","C9066595","DTXSID8048608","TOX21SL"
48609,"Micronomicin sulfate","66803-19-8","C66803198","DTXSID3048609","TOX21SL"
48610,"Nequinate","13997-19-8","C13997198","DTXSID2048610","TOX21SL"
48611,"1-[2-({[5-Diethylamino)-2-{[4-(dimethylsulfamoyl)phenyl]diazenyl}phenyl]sulfonyl}amino)ethyl]pyridinium chloride","38051-02-4","C38051024","DTXSID7048611","TOX21SL"
48612,"Oxomemazine hydrochloride","4784-40-1","C4784401","DTXSID2048612","TOX21SL"
48613,"Peplomycin sulfate","70384-29-1","C70384291","DTXSID7048613","TOX21SL"
48614,"Pinaverium bromide","53251-94-8","C53251948","DTXSID2048614","TOX21SL"
48615,"Polaprezinc","107667-60-7","C107667607","DTXSID7048615","TOX21SL"
48616,"Dipotassium glycerophosphate","927-19-5","C927195","DTXSID2048616","TOX21SL"
48617,"Sincalide","25126-32-3","C25126323","DTXSID7048617","TOX21SL"
48618,"Sulbenicillin disodium","28002-18-8","C28002188","DTXSID2048618","TOX21SL"
48619,"Temoporfin","122341-38-2","C122341382","DTXSID7048619","TOX21SL"
48620,"Teprenone","6809-52-5","C6809525","DTXSID6048620","TOX21SL"
48621,"Tiludronate disodium","149845-07-8","C149845078","DTXSID1048621","TOX21SL"
48622,"Tipranavir","174484-41-4","C174484414","DTXSID6048622","TOX21SL"
48623,"Tocophersolan","9002-96-4","C9002964","DTXSID1048623","TOX21SL"
48624,"Zinc salicylate","16283-36-6","C16283366","DTXSID6048624","TOX21SL"
48625,"Zofenopril calcium","81938-43-4","C81938434","DTXSID1048625","TOX21SL"
48626,"Tazanolast","82989-25-1","C82989251","DTXSID6048626","TOX21SL"
48627,"Ritonavir","155213-67-5","C155213675","DTXSID1048627","TOX21SL"
48628,"Perazine","84-97-9","C84979","DTXSID6048628","TOX21SL"
48629,"Cilazapril","88768-40-5","C88768405","DTXSID1048629","TOX21SL"
48630,"Sevelamer hydrochloride","152751-57-0","C152751570","DTXSID0048630","TOX21SL"
48631,"Mecobalamin","13422-55-4","C13422554","DTXSID5048631","TOX21SL"
48632,"l-Oxyfedrine hydrochloride","16777-42-7","C16777427","DTXSID0048632","TOX21SL"
48633,"Bevantolol hydrochloride","42864-78-8","C42864788","DTXSID5048633","TOX21SL"
48634,"Triamcinolone hexacetonide","5611-51-8","C5611518","DTXSID0048634","TOX21SL"
48635,"Tirofiban hydrochloride monohydrate","150915-40-5","C150915405","DTXSID5048635","TOX21SL"
48636,"Gefarnate","51-77-4","C51774","DTXSID0048636","TOX21SL"
48637,"Nizofenone fumarate","54533-86-7","C54533867","DTXSID5048637","TOX21SL"
48638,"Nepafenac","78281-72-8","C78281728","DTXSID0048638","TOX21SL"
48639,"Lubiprostone","136790-76-6","C136790766","DTXSID5048639","TOX21SL"
48640,"Paricalcitol","131918-61-1","C131918611","DTXSID4048640","TOX21SL"
48641,"Sultamicillin tosylate","83105-70-8","C83105708","DTXSID9048641","TOX21SL"
48642,"Teicoplanin","61036-62-2","C61036622","DTXSID4048642","TOX21SL"
48643,"Epristeride","119169-78-7","C119169787","DTXSID9048643","TOX21SL"
48644,"Garenoxacin mesylate hydrate","223652-90-2","C223652902","DTXSID4048644","TOX21SL"
48645,"Etoposide phosphate","117091-64-2","C117091642","DTXSID9048645","TOX21SL"
48646,"Sulfadiazine silver","22199-08-2","C22199082","DTXSID4048646","TOX21SL"
48647,"Gadodiamide hydrate","122795-43-1","C122795431","DTXSID9048647","TOX21SL"
48648,"Maxacalcitol","103909-75-7","C103909757","DTXSID4048648","TOX21SL"
48649,"Aranidipine","86780-90-7","C86780907","DTXSID9048649","TOX21SL"
48650,"Febuxostat","144060-53-7","C144060537","DTXSID8048650","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
48652,"Ibutilide fumarate","122647-32-9","C122647329","DTXSID8048652","TOX21SL"
48653,"Dronedarone","141626-36-0","C141626360","DTXSID3048653","TOX21SL"
48654,"Barnidipine hydrochloride","104757-53-1","C104757531","DTXSID8048654","TOX21SL"
48655,"Flutropium bromide","63516-07-4","C63516074","DTXSID3048655","TOX21SL"
48656,"Vicriviroc maleate","599179-03-0","C599179030","DTXSID8048656","TOX21SL"
48657,"Bazedoxifene acetate","198481-33-3","C198481333","DTXSID3048657","TOX21SL"
48658,"Amfenac sodium","61941-56-8","C61941568","DTXSID8048658","TOX21SL"
48659,"Lorcaserin","616202-92-7","C616202927","DTXSID3048659","TOX21SL"
48660,"Raltegravir","518048-05-0","C518048050","DTXSID2048660","TOX21SL"
48661,"Detomidine hydrochloride","90038-01-0","C90038010","DTXSID7048661","TOX21SL"
48662,"Gadoteridol","120066-54-8","C120066548","DTXSID2048662","TOX21SL"
48663,"Picosulfate sodium","10040-45-6","C10040456","DTXSID7048663","TOX21SL"
48664,"Noristerat","3836-23-5","C3836235","DTXSID2048664","TOX21SL"
48665,"Aclatonium napadisilate","55077-30-0","C55077300","DTXSID7048665","TOX21SL"
48666,"Dopexamine","86197-47-9","C86197479","DTXSID2048666","TOX21SL"
48667,"Estramustine phosphate","4891-15-0","C4891150","DTXSID7048667","TOX21SL"
48668,"Cellulose acetate phthalate","9004-38-0","C9004380","DTXSID2048668","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
48669,"Dapiprazole hydrochloride","72822-13-0","C72822130","DTXSID7048669","TOX21SL"
48670,"Parecoxib sodium","198470-85-8","C198470858","DTXSID6048670","TOX21SL"
48671,"Chrysarobin","491-59-8","C491598","DTXSID1048671","TOX21SL"
48672,"Thioglycolic acid anilide","4822-44-0","C4822440","DTXSID6048672","TOX21SL"
48674,"Propamidine","104-32-5","C104325","DTXSID6048674","TOX21SL"
48675,"D-Glutamic acid","6893-26-1","C6893261","DTXSID1048675","TOX21SL"
48676,"Binospirone mesylate","124756-23-6","C124756236","DTXSID6048676","TOX21SL"
48677,"Clindamycin phosphate","24729-96-2","C24729962","DTXSID1048677","TOX21SL"
48678,"D-Asparagine hydrate","5794-24-1","C5794241","DTXSID6048678","TOX21SL"
48679,"Spiradoline","87151-85-7","C87151857","DTXSID1048679","TOX21SL"
48680,"3,5-Diiodo-L-tyrosine","300-39-0","C300390","DTXSID0048680","TOX21SL"
48681,"Butafosfan","17316-67-5","C17316675","DTXSID5048681","TOX21SL"
48682,"Octreotide","83150-76-9","C83150769","DTXSID0048682","TOX21SL"
48683,"Eprinomectin (B1a, B1b mixture)","1142337-10-7","C1142337107","DTXSID5048683","TOX21SL"
48684,"Cloflucarban","369-77-7","C369777","DTXSID0048684","TOX21SL"
48685,"PP242","1092351-67-1","C1092351671","DTXSID5048685","TOX21SL"
48686,"Hydrocortisone acetate","50-03-3","C50033","DTXSID0048686","TOX21SL"
48687,"Fotretamine","37132-72-2","C37132722","DTXSID5048687","TOX21SL"
48688,"2-[(4-Chloro-3-methylphenyl)amino]benzoic acid","898128-45-5","C898128455","DTXSID0048688","TOX21SL"
48689,"Dihydroergocriptine","25447-66-9","C25447669","DTXSID5048689","TOX21SL"
48690,"Carfilzomib","868540-17-4","C868540174","DTXSID4048690","TOX21SL"
48691,"Atazanavir","198904-31-3","C198904313","DTXSID9048691","TOX21SL"
48692,"Pivoxil Sulbactam","69388-79-0","C69388790","DTXSID4048692","TOX21SL"
48693,"Nifenalol","7413-36-7","C7413367","DTXSID9048693","TOX21SL"
48694,"Fenamol","5467-78-7","C5467787","DTXSID4048694","TOX21SL"
48695,"Fanetizole","79069-94-6","C79069946","DTXSID9048695","TOX21SL"
48696,"Sulfaethoxypyridazine","963-14-4","C963144","DTXSID4048696","TOX21SL"
48697,"Aluminum monostearate","7047-84-9","C7047849","DTXSID9048697","TOX21SL"
48698,"Benzyldodecyldimethylammonium bromide","7281-04-1","C7281041","DTXSID4048698","TOX21SL"
48699,"Chloramphenicol palmitate","530-43-8","C530438","DTXSID9048699","TOX21SL"
48700,"Brilliant Green","633-03-4","C633034","DTXSID1048700","TOX21SL"
48701,"N-(2-chloroethyl)-N-(propan-2-yl)propan-2-amine hydrochloride","4261-68-1","C4261681","DTXSID6048701","TOX21SL"
48702,"Diisopropylaminomethyl-polystyrene","NOCAS_48702","CNOCAS48702","DTXSID1048702","TOX21SL"
48703,"(7S)-7-(Hexadecanoyloxy)-4-hydroxy-N,N,N-trimethyl-10-oxo-3,5,9-trioxa-4-phosphapentacosan-1-aminium 4-oxide","35418-55-4","C35418554","DTXSID6048703","TOX21SL"
48704,"L-(-)-Sorbose","87-79-6","C87796","DTXSID1048704","TOX21SL"
48705,"Carbenicillin indanyl","35531-88-5","C35531885","DTXSID6048705","TOX21SL"
48706,"trans-Aconitic acid","4023-65-8","C4023658","DTXSID1048706","TOX21SL"
48707,"Physalien","144-67-2","C144672","DTXSID6048707","TOX21SL"
48708,"Medazepam","2898-12-6","C2898126","DTXSID1048708","TOX21SL"
48709,"Potassium pentanoate","19455-21-1","C19455211","DTXSID6048709","TOX21SL"
48710,"Adrenone","99-45-6","C99456","DTXSID5048710","TOX21SL"
48711,"N-Acetylgalactosamine","1811-31-0","C1811310","DTXSID0048711","TOX21SL"
48712,"Testosterone 17-phenylpropionate","1255-49-8","C1255498","DTXSID5048712","TOX21SL"
48713,"Triamcinolone diacetate","67-78-7","C67787","DTXSID0048713","TOX21SL"
48714,"Tiracizine","83275-56-3","C83275563","DTXSID5048714","TOX21SL"
48715,"Picodralazine","17692-43-2","C17692432","DTXSID0048715","TOX21SL"
48716,"Fexofenadine hydrochloride","153439-40-8","C153439408","DTXSID5048716","TOX21SL"
48717,"Ioxilan","107793-72-6","C107793726","DTXSID0048717","TOX21SL"
48718,"Loracarbef monohydrate","121961-22-6","C121961226","DTXSID5048718","TOX21SL"
48719,"Fluprednidene acetate","1255-35-2","C1255352","DTXSID0048719","TOX21SL"
48720,"Pleuromutilin","125-65-5","C125655","DTXSID9048720","TOX21SL"
48721,"Bamifylline Hydrochloride","20684-06-4","C20684064","DTXSID4048721","TOX21SL"
48722,"Nicomolol","27959-26-8","C27959268","DTXSID9048722","TOX21SL"
48723,"Dimemorfan phosphate","36304-84-4","C36304844","DTXSID4048723","TOX21SL"
48724,"Dexibuprofen","51146-56-6","C51146566","DTXSID9048724","TOX21SL"
48725,"Cadralazine","64241-34-5","C64241345","DTXSID4048725","TOX21SL"
48726,"Metoprolol succinate","98418-47-4","C98418474","DTXSID9048726","TOX21SL"
48727,"Dicyclopentamethylenethiuram disulfide","94-37-1","C94371","DTXSID4048727","TOX21SL"
48728,"Toluidine blue","92-31-9","C92319","DTXSID9048728","TOX21SL"
48729,"DL-Glucose","58367-01-4","C58367014","DTXSID4048729","TOX21SL"
48730,"Beclazone","5534-09-8","C5534098","DTXSID3048730","TOX21SL"
48731,"Dithiazanine chloride","54646-38-7","C54646387","DTXSID8048731","TOX21SL"
48732,"Acitazanolast","114607-46-4","C114607464","DTXSID3048732","TOX21SL"
48733,"Pazopanib","444731-52-6","C444731526","DTXSID8048733","TOX21SL"
