Chemical	Term	GOID	Bonferroni
C314409	negative regulation of neuron death	GO:1901215	0.004206467013983861
C314409	cellular response to xenobiotic stimulus	GO:0071466	0.004610982210891956
C314409	mitotic G2 DNA damage checkpoint	GO:0007095	0.00488564590140983
C314409	insulin receptor signaling pathway	GO:0008286	0.00551492918568941
C314409	signal transduction in response to DNA damage	GO:0042770	0.0065131815928564105
C314409	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.006557595982715658
C314409	programmed necrotic cell death	GO:0097300	0.007729425450016758
C314409	cellular response to nerve growth factor stimulus	GO:1990090	0.009290660809058382
C319868	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	7.731613202265276e-22
C319868	positive regulation of transcription, DNA-templated	GO:0045893	2.0256434695219307e-15
C319868	response to drug	GO:0042493	1.5688450538675625e-11
C319868	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.817868078290985e-11
C319868	insulin receptor signaling pathway	GO:0008286	3.625775235605033e-10
C319868	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	4.420158683515752e-10
C319868	negative regulation of cell proliferation	GO:0008285	6.330165280843402e-10
C319868	positive regulation of gene expression	GO:0010628	7.532946488808534e-10
C319868	response to xenobiotic stimulus	GO:0009410	2.568921486645337e-08
C319868	negative regulation of apoptotic process	GO:0043066	6.730544277466778e-08
C319868	cellular response to reactive oxygen species	GO:0034614	1.0043670828352448e-07
C319868	cellular response to cadmium ion	GO:0071276	1.9340595447392414e-07
C319868	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	2.310293411023068e-07
C319868	aging	GO:0007568	2.668405861827594e-07
C319868	insulin-like growth factor receptor signaling pathway	GO:0048009	6.079173127115922e-07
C319868	regulation of cell cycle	GO:0051726	1.545421003612546e-06
C319868	peptidyl-serine phosphorylation	GO:0018105	1.6325714530251998e-06
C319868	protein phosphorylation	GO:0006468	1.7035284533006843e-06
C319868	response to hypoxia	GO:0001666	1.738682226193333e-06
C319868	transcription from RNA polymerase II promoter	GO:0006366	4.2186186927084535e-06
C319868	positive regulation of peptidyl-serine phosphorylation	GO:0033138	6.791744752487894e-06
C319868	cell cycle	GO:0007049	7.035617042516762e-06
C319868	positive regulation of neuron apoptotic process	GO:0043525	7.04784074967435e-06
C319868	negative regulation of transcription, DNA-templated	GO:0045892	2.138068645107793e-05
C319868	rhythmic process	GO:0048511	3.578454061903269e-05
C319868	positive regulation of cell proliferation	GO:0008284	5.027555448844368e-05
C319868	signal transduction	GO:0007165	0.00013459796085957262
C319868	positive regulation of apoptotic process	GO:0043065	0.00016466170999274166
C319868	apoptotic process	GO:0006915	0.0001934375353127571
C319868	release of cytochrome c from mitochondria	GO:0001836	0.0003404122637297169
C319868	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.00034669548481169876
C319868	cellular response to hypoxia	GO:0071456	0.0003587687600873357
C319868	regulation of apoptotic process	GO:0042981	0.00036761497311377234
C319868	positive regulation of neuron death	GO:1901216	0.00039982063616395
C319868	peptidyl-threonine phosphorylation	GO:0018107	0.00042325050060565417
C319868	cellular response to DNA damage stimulus	GO:0006974	0.001645775803426286
C319868	eyelid development in camera-type eye	GO:0061029	0.0017023647880128891
C319868	negative regulation of cell growth	GO:0030308	0.0018984013627632024
C319868	Ras protein signal transduction	GO:0007265	0.002168719692989818
C319868	cellular response to tumor necrosis factor	GO:0071356	0.005119547423881765
C319868	intracellular signal transduction	GO:0035556	0.005529253232911202
C319868	positive regulation by host of viral transcription	GO:0043923	0.005554465624960092
C319868	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.009621751311313929
C86500	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.2084812765700771e-30
C86500	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.0946228027159612e-21
C86500	positive regulation of transcription, DNA-templated	GO:0045893	1.0400772096944731e-20
C86500	regulation of cell cycle	GO:0051726	3.765912464787989e-18
C86500	negative regulation of apoptotic process	GO:0043066	1.964412008824865e-15
C86500	positive regulation of gene expression	GO:0010628	3.2873703759150885e-12
C86500	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.985479027501242e-12
C86500	rhythmic process	GO:0048511	8.985479027501242e-12
C86500	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.709432595475846e-11
C86500	transcription from RNA polymerase II promoter	GO:0006366	2.22664553461982e-10
C86500	response to drug	GO:0042493	2.632087880982681e-10
C86500	negative regulation of cell proliferation	GO:0008285	3.9470360313487163e-10
C86500	transforming growth factor beta receptor signaling pathway	GO:0007179	7.701432158668808e-09
C86500	cellular senescence	GO:0090398	1.44935775603372e-08
C86500	negative regulation of gene expression	GO:0010629	1.4077746246510261e-07
C86500	cellular response to hydrogen peroxide	GO:0070301	2.76947108912573e-07
C86500	response to hypoxia	GO:0001666	3.210465118197448e-07
C86500	protein phosphorylation	GO:0006468	1.3360085637792452e-06
C86500	negative regulation of transcription, DNA-templated	GO:0045892	2.08725293615597e-06
C86500	regulation of circadian rhythm	GO:0042752	3.1488731091489086e-06
C86500	negative regulation of neuron apoptotic process	GO:0043524	1.748631413323043e-05
C86500	cellular response to gamma radiation	GO:0071480	2.026899325680009e-05
C86500	apoptotic process	GO:0006915	2.2334539086954486e-05
C86500	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.2757340398138478e-05
C86500	positive regulation of fibroblast proliferation	GO:0048146	3.569842649553401e-05
C86500	cellular response to UV	GO:0034644	4.0335364980381705e-05
C86500	response to xenobiotic stimulus	GO:0009410	8.894039764906214e-05
C86500	cellular response to hypoxia	GO:0071456	9.993238749606004e-05
C86500	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.00015424859696477888
C86500	G1/S transition of mitotic cell cycle	GO:0000082	0.00019985806341038528
C86500	neuron apoptotic process	GO:0051402	0.0002195127313617817
C86500	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.00034424509258756947
C86500	BMP signaling pathway	GO:0030509	0.0006649258812556624
C86500	peptidyl-serine phosphorylation	GO:0018105	0.0007857811815974447
C86500	intrinsic apoptotic signaling pathway	GO:0097193	0.0015513721841995398
C86500	positive regulation of neuron apoptotic process	GO:0043525	0.0016377942320073835
C86500	regulation of cellular response to heat	GO:1900034	0.001667824546336405
C86500	positive regulation of cell proliferation	GO:0008284	0.0016754534116697473
C86500	SMAD protein signal transduction	GO:0060395	0.001974324740871891
C86500	cellular response to angiotensin	GO:1904385	0.002214428196587237
C86500	positive regulation by host of viral transcription	GO:0043923	0.002883455150190506
C86500	protein ubiquitination	GO:0016567	0.0030454118517606603
C86500	cellular response to DNA damage stimulus	GO:0006974	0.0033076992377930607
C86500	response to estradiol	GO:0032355	0.0034288033509750626
C86500	positive regulation of angiogenesis	GO:0045766	0.003959869021154527
C86500	transcription, DNA-templated	GO:0006351	0.003962250846711646
C86500	cell cycle	GO:0007049	0.004857546296108906
C86500	negative regulation of protein binding	GO:0032091	0.0049864037088906965
C86500	positive regulation of neuron death	GO:1901216	0.005165297014549597
C86500	positive regulation of protein import into nucleus	GO:0042307	0.005165297014549597
C86500	positive regulation of osteoblast differentiation	GO:0045669	0.005384478198852349
C86500	negative regulation of protein catabolic process	GO:0042177	0.00649871906989552
C86500	cellular response to estrogen stimulus	GO:0071391	0.0071227017061895595
C86500	negative regulation of cell growth	GO:0030308	0.00834930587867988
C86500	SMAD protein complex assembly	GO:0007183	0.008827023924022903
C117793	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	7.110978472724129e-13
C117793	protein phosphorylation	GO:0006468	2.370326157574709e-12
C117793	peptidyl-serine phosphorylation	GO:0018105	4.503619699391948e-12
C117793	response to drug	GO:0042493	5.688782778179303e-12
C117793	apoptotic process	GO:0006915	1.3124495934491165e-09
C117793	insulin-like growth factor receptor signaling pathway	GO:0048009	1.7468355539840275e-08
C117793	positive regulation of transcription, DNA-templated	GO:0045893	5.3770847441292347e-08
C117793	tumor necrosis factor-mediated signaling pathway	GO:0033209	1.347501885629043e-07
C117793	negative regulation of apoptotic process	GO:0043066	3.159160723020804e-07
C117793	signal transduction	GO:0007165	5.089667325375302e-07
C117793	aging	GO:0007568	7.441432355870249e-07
C117793	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.0836420462355684e-06
C117793	protein autophosphorylation	GO:0046777	4.16897452915066e-06
C117793	intracellular signal transduction	GO:0035556	9.341266002493851e-06
C117793	response to xenobiotic stimulus	GO:0009410	1.0405975190530548e-05
C117793	cellular response to cadmium ion	GO:0071276	1.4247760787289288e-05
C117793	cell cycle	GO:0007049	2.1902045412858232e-05
C117793	regulation of cell cycle	GO:0051726	4.152322112094264e-05
C117793	protein import into nucleus	GO:0006606	4.486283046156725e-05
C117793	rhythmic process	GO:0048511	6.640430625448612e-05
C117793	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	8.001794503709192e-05
C117793	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0002488623139945689
C117793	cellular response to reactive oxygen species	GO:0034614	0.00029263436950188737
C117793	temperature homeostasis	GO:0001659	0.0003845467760996701
C117793	insulin receptor signaling pathway	GO:0008286	0.0004806248481652453
C117793	negative regulation of cell proliferation	GO:0008285	0.0005633200561231401
C117793	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.0005900059397349057
C117793	cellular response to hydrogen peroxide	GO:0070301	0.0009584347703430752
C117793	transcription from RNA polymerase II promoter	GO:0006366	0.0009802157613548743
C117793	T cell receptor signaling pathway	GO:0050852	0.0012460522819737194
C117793	negative regulation of neuron apoptotic process	GO:0043524	0.0017308764098367124
C117793	positive regulation of protein phosphorylation	GO:0001934	0.002214170543963667
C117793	positive regulation of gene expression	GO:0010628	0.0026651095935217306
C117793	positive regulation of apoptotic process	GO:0043065	0.003007901938853364
C117793	MAPK cascade	GO:0000165	0.0034388050519374986
C117793	cellular response to DNA damage stimulus	GO:0006974	0.0036527063434641524
C117793	positive regulation of telomerase activity	GO:0051973	0.0049106040252462355
C117793	positive regulation of cell proliferation	GO:0008284	0.0050518676169631896
C117793	positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	0.005259563732674999
C117793	positive regulation of neuron apoptotic process	GO:0043525	0.006307274011218778
C117793	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	0.006943683532096846
C117793	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.00822827592993658
C117793	response to cocaine	GO:0042220	0.008663480396135403
C119515387	negative regulation of apoptotic process	GO:0043066	7.160471852033607e-21
C119515387	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	4.0169962953419054e-18
C119515387	peptidyl-tyrosine phosphorylation	GO:0018108	1.5545325886158512e-17
C119515387	protein autophosphorylation	GO:0046777	1.3092901824818885e-15
C119515387	epidermal growth factor receptor signaling pathway	GO:0007173	1.2952248209191094e-14
C119515387	signal transduction	GO:0007165	6.347598435731282e-14
C119515387	positive regulation of cell proliferation	GO:0008284	2.1671553440683056e-13
C119515387	protein phosphorylation	GO:0006468	4.334310688136611e-13
C119515387	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.3002932064409831e-12
C119515387	intracellular signal transduction	GO:0035556	6.934897101018578e-12
C119515387	positive regulation of phosphatidylinositol 3-kinase signaling	GO:0014068	1.1919354392375679e-11
C119515387	positive regulation of cell migration	GO:0030335	1.907096702780109e-11
C119515387	positive regulation of transcription, DNA-templated	GO:0045893	8.607941026639311e-10
C119515387	positive regulation of MAPK cascade	GO:0043410	1.7209380587246415e-09
C119515387	transforming growth factor beta receptor signaling pathway	GO:0007179	4.261710984110324e-09
C119515387	positive regulation of ERK1 and ERK2 cascade	GO:0070374	1.0578535269978318e-08
C119515387	T cell receptor signaling pathway	GO:0050852	1.3472337800912726e-08
C119515387	positive regulation of angiogenesis	GO:0045766	4.730509917116876e-08
C119515387	insulin receptor signaling pathway	GO:0008286	6.795917195656644e-08
C119515387	insulin-like growth factor receptor signaling pathway	GO:0048009	1.4290633076896597e-07
C119515387	wound healing	GO:0042060	1.436175910418669e-07
C119515387	vascular endothelial growth factor receptor signaling pathway	GO:0048010	1.8566559900623503e-07
C119515387	ephrin receptor signaling pathway	GO:0048013	2.414095903180425e-07
C119515387	cytokine-mediated signaling pathway	GO:0019221	5.016928689149934e-07
C119515387	regulation of cell proliferation	GO:0042127	8.578600566577776e-07
C119515387	regulation of cell cycle	GO:0051726	1.0609539581318828e-06
C119515387	negative regulation of cell proliferation	GO:0008285	1.5073286562250487e-06
C119515387	peptidyl-tyrosine autophosphorylation	GO:0038083	1.5372457567996989e-06
C119515387	positive regulation of kinase activity	GO:0033674	4.670701892139917e-06
C119515387	cell differentiation	GO:0030154	8.209654841495608e-06
C119515387	negative regulation of gene expression	GO:0010629	8.338879295521906e-06
C119515387	positive regulation of gene expression	GO:0010628	8.856484514763174e-06
C119515387	positive regulation of epithelial to mesenchymal transition	GO:0010718	9.719299065125142e-06
C119515387	negative regulation of neuron apoptotic process	GO:0043524	1.0393709078959644e-05
C119515387	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	1.2506637736109386e-05
C119515387	cell migration	GO:0016477	1.5165194547250849e-05
C119515387	positive regulation of protein kinase B signaling	GO:0051897	2.5466050978750765e-05
C119515387	establishment of cell polarity	GO:0030010	3.1785151262453404e-05
C119515387	response to drug	GO:0042493	3.614545436680938e-05
C119515387	peptidyl-serine phosphorylation	GO:0018105	3.802005530872954e-05
C119515387	response to hypoxia	GO:0001666	4.005842960930206e-05
C119515387	signal complex assembly	GO:0007172	7.054373152937109e-05
C119515387	aging	GO:0007568	7.322192942138539e-05
C119515387	angiogenesis	GO:0001525	8.026122411386451e-05
C119515387	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	9.114062318726912e-05
C119515387	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.00011749303026598047
C119515387	phosphatidylinositol 3-kinase signaling	GO:0014065	0.00015338033123557526
C119515387	positive regulation of protein phosphorylation	GO:0001934	0.0001609265093400758
C119515387	positive regulation of endothelial cell proliferation	GO:0001938	0.00018219796066532007
C119515387	cellular response to epidermal growth factor stimulus	GO:0071364	0.0002283863393808261
C119515387	positive regulation of blood vessel endothelial cell migration	GO:0043536	0.0002934336533765292
C119515387	negative regulation of transcription, DNA-templated	GO:0045892	0.00031094127020281365
C119515387	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.00037299675886481854
C119515387	positive regulation of focal adhesion assembly	GO:0051894	0.0004284377504774062
C119515387	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.0005249084705138962
C119515387	growth hormone receptor signaling pathway	GO:0060396	0.0007070172016083731
C119515387	neurotrophin TRK receptor signaling pathway	GO:0048011	0.0007070172016083731
C119515387	positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	0.0007796358734154517
C119515387	cellular response to growth factor stimulus	GO:0071363	0.0008030947182331437
C119515387	positive regulation of phosphatidylinositol 3-kinase activity	GO:0043552	0.0008643065262050609
C119515387	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0009818904485584534
C119515387	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.001039662248352391
C119515387	positive regulation of apoptotic process	GO:0043065	0.0012287045852282794
C119515387	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	0.0017180967719371276
C119515387	cellular response to transforming growth factor beta stimulus	GO:0071560	0.0020536236560150245
C119515387	cellular response to reactive oxygen species	GO:0034614	0.0021040007758108548
C119515387	multicellular organism development	GO:0007275	0.0021755247367353236
C119515387	heart development	GO:0007507	0.00234754358457101
C119515387	peptidyl-threonine phosphorylation	GO:0018107	0.00243395793933332
C119515387	positive regulation of epithelial cell migration	GO:0010634	0.0027362399747357107
C119515387	T cell costimulation	GO:0031295	0.0031037720973497995
C119515387	neuron apoptotic process	GO:0051402	0.0033674884714798288
C119515387	positive regulation of MAP kinase activity	GO:0043406	0.004924609649367029
C119515387	response to xenobiotic stimulus	GO:0009410	0.0053408275424283716
C119515387	activin receptor signaling pathway	GO:0032924	0.005729904973827749
C119515387	epithelial to mesenchymal transition	GO:0001837	0.007641707753278326
C119515387	positive regulation of nitric oxide biosynthetic process	GO:0045429	0.007641707753278326
C119515387	megakaryocyte development	GO:0035855	0.008403362970361372
C119515387	B cell differentiation	GO:0030183	0.009175247246654859
C3811732	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.1801618125788312e-21
C3811732	regulation of gene silencing	GO:0060968	3.844151404537351e-15
C3811732	regulation of cell cycle	GO:0051726	2.1942447858691598e-12
C3811732	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.436011309863261e-10
C3811732	regulation of gene expression, epigenetic	GO:0040029	1.999200804903012e-10
C3811732	telomere organization	GO:0032200	2.984172908782057e-10
C3811732	positive regulation of gene expression	GO:0010628	5.978098016612421e-10
C3811732	DNA replication-dependent nucleosome assembly	GO:0006335	1.733209575860428e-09
C3811732	cellular response to DNA damage stimulus	GO:0006974	2.48266607272285e-09
C3811732	cellular senescence	GO:0090398	8.574864818200467e-09
C3811732	positive regulation of transcription, DNA-templated	GO:0045893	1.335319843587257e-08
C3811732	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	3.302857162212902e-07
C3811732	positive regulation of neuron apoptotic process	GO:0043525	1.2168732934636495e-06
C3811732	negative regulation of cell proliferation	GO:0008285	1.4558805999653757e-06
C3811732	positive regulation of apoptotic process	GO:0043065	3.5600517261924485e-06
C3811732	rhythmic process	GO:0048511	7.633889648084313e-06
C3811732	negative regulation of gene expression	GO:0010629	1.4597916612180127e-05
C3811732	transcription from RNA polymerase II promoter	GO:0006366	4.027300256659316e-05
C3811732	p38MAPK cascade	GO:0038066	4.321773099946746e-05
C3811732	peptidyl-threonine phosphorylation	GO:0018107	7.84416360937179e-05
C3811732	transforming growth factor beta receptor signaling pathway	GO:0007179	8.571830112913403e-05
C3811732	double-strand break repair	GO:0006302	9.79456797524092e-05
C3811732	cellular response to gamma radiation	GO:0071480	0.00015175333775396815
C3811732	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.00017177294794123998
C3811732	nucleosome assembly	GO:0006334	0.00028544360684423786
C3811732	regulation of apoptotic process	GO:0042981	0.00029157223050935155
C3811732	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.00035682098089206965
C3811732	positive regulation of fibroblast proliferation	GO:0048146	0.0003573247736986529
C3811732	negative regulation of transcription, DNA-templated	GO:0045892	0.0003941223634442713
C3811732	negative regulation of apoptotic process	GO:0043066	0.00043047396321571624
C3811732	apoptotic process	GO:0006915	0.0005839803055037729
C3811732	MAPK cascade	GO:0000165	0.0006666379383974963
C3811732	negative regulation of neuron death	GO:1901215	0.000712705545486858
C3811732	positive regulation of cell proliferation	GO:0008284	0.0007818211985003433
C3811732	peptidyl-serine phosphorylation	GO:0018105	0.0014298380362552932
C3811732	regulation of smooth muscle cell proliferation	GO:0048660	0.0016327271383910213
C3811732	response to drug	GO:0042493	0.002451056884278713
C3811732	positive regulation of inflammatory response	GO:0050729	0.002568863996246562
C3811732	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043280	0.004651574758112731
C3811732	protein phosphorylation	GO:0006468	0.005805744875529428
C3811732	regulation of cellular response to heat	GO:1900034	0.006590993380697907
C58559	positive regulation of transcription, DNA-templated	GO:0045893	7.763597440541261e-17
C58559	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.5191400465619983e-16
C58559	protein phosphorylation	GO:0006468	1.0532524626744859e-14
C58559	response to drug	GO:0042493	4.896083538596939e-13
C58559	peptidyl-serine phosphorylation	GO:0018105	7.344125307895412e-13
C58559	positive regulation of gene expression	GO:0010628	4.14453471542231e-10
C58559	response to xenobiotic stimulus	GO:0009410	1.1966028168330922e-09
C58559	insulin-like growth factor receptor signaling pathway	GO:0048009	7.268236013047159e-09
C58559	regulation of cell cycle	GO:0051726	8.890308489384323e-09
C58559	thymus development	GO:0048538	1.3766317974450716e-08
C58559	cellular senescence	GO:0090398	4.243411033666433e-08
C58559	heart development	GO:0007507	5.865703756047225e-08
C58559	negative regulation of apoptotic process	GO:0043066	3.211955136306344e-07
C58559	cellular response to DNA damage stimulus	GO:0006974	1.4420250642466215e-06
C58559	negative regulation of transcription, DNA-templated	GO:0045892	1.9918099926075072e-06
C58559	MAPK cascade	GO:0000165	6.7035558287686925e-06
C58559	insulin receptor signaling pathway	GO:0008286	9.238182267168327e-06
C58559	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.048621519639248e-05
C58559	negative regulation of protein kinase activity	GO:0006469	1.3183994101773068e-05
C58559	cellular response to hypoxia	GO:0071456	1.966199895242493e-05
C58559	apoptotic process	GO:0006915	2.0468368717496688e-05
C58559	cellular response to insulin stimulus	GO:0032869	2.6249244965970146e-05
C58559	rhythmic process	GO:0048511	2.843549068098916e-05
C58559	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	3.802302500488519e-05
C58559	trachea formation	GO:0060440	7.556087448779003e-05
C58559	intracellular signal transduction	GO:0035556	9.477431980831065e-05
C58559	positive regulation of apoptotic process	GO:0043065	0.00011707791957782375
C58559	cellular response to reactive oxygen species	GO:0034614	0.00015518819636239908
C58559	canonical Wnt signaling pathway	GO:0060070	0.0001926675587308191
C58559	response to hypoxia	GO:0001666	0.0002059932338031034
C58559	regulation of circadian rhythm	GO:0042752	0.00020732326799144385
C58559	regulation of early endosome to late endosome transport	GO:2000641	0.00026961260286872957
C58559	peptidyl-tyrosine autophosphorylation	GO:0038083	0.000292446579209793
C58559	transcription from RNA polymerase II promoter	GO:0006366	0.00032352633499066474
C58559	positive regulation of protein serine/threonine kinase activity	GO:0071902	0.0003458460021041887
C58559	peptidyl-threonine phosphorylation	GO:0018107	0.0003458460021041887
C58559	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	0.0009530639426654773
C58559	ERK1 and ERK2 cascade	GO:0070371	0.0015056835444680061
C58559	negative regulation of cell growth	GO:0030308	0.0015194329180451274
C58559	regulation of Golgi inheritance	GO:0090170	0.0015730146243796428
C58559	cellular response to gamma radiation	GO:0071480	0.0018101682649820368
C58559	protein autophosphorylation	GO:0046777	0.002153243692715856
C58559	regulation of cellular response to heat	GO:1900034	0.002841177947844664
C58559	positive regulation of telomerase activity	GO:0051973	0.0029228216998195
C58559	positive regulation of telomere maintenance via telomerase	GO:0032212	0.0029228216998195
C58559	positive regulation of neuron apoptotic process	GO:0043525	0.0033979989008970928
C58559	striated muscle cell differentiation	GO:0051146	0.003769888415475986
C58559	cellular response to dopamine	GO:1903351	0.003769888415475986
C58559	cellular response to tumor necrosis factor	GO:0071356	0.004108989129751883
C58559	negative regulation of gene expression	GO:0010629	0.004164701374581471
C58559	signal transduction	GO:0007165	0.0049638789281110105
C58559	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.005824568991283363
C58559	signal transduction in response to DNA damage	GO:0042770	0.006275093908359786
C58559	positive regulation of cell proliferation	GO:0008284	0.006767309795617904
C58559	positive regulation of protein phosphorylation	GO:0001934	0.0075759207261565376
C58559	cellular response to cadmium ion	GO:0071276	0.0076084076311790936
C58559	peptidyl-lysine acetylation	GO:0018394	0.0077756907019461705
C135579	protein phosphorylation	GO:0006468	3.8186049218063507e-17
C135579	peptidyl-tyrosine phosphorylation	GO:0018108	2.19824158875781e-13
C135579	negative regulation of apoptotic process	GO:0043066	5.275779813018744e-12
C135579	protein autophosphorylation	GO:0046777	1.0991207943789051e-11
C135579	epidermal growth factor receptor signaling pathway	GO:0007173	4.022782107426792e-11
C135579	positive regulation of gene expression	GO:0010628	5.754996479367946e-10
C135579	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.0490008861552271e-09
C135579	insulin receptor signaling pathway	GO:0008286	1.1296763524626385e-09
C135579	positive regulation of protein phosphorylation	GO:0001934	2.030076107217837e-09
C135579	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	2.332554149830912e-09
C135579	positive regulation of transcription, DNA-templated	GO:0045893	2.883653316132495e-09
C135579	signal transduction	GO:0007165	3.263289638510969e-09
C135579	intracellular signal transduction	GO:0035556	5.1577342397024495e-09
C135579	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	8.156355590926978e-09
C135579	Fc-epsilon receptor signaling pathway	GO:0038095	1.7066927759934458e-08
C135579	MAPK cascade	GO:0000165	3.6652160639860654e-08
C135579	insulin-like growth factor receptor signaling pathway	GO:0048009	1.0623023893874262e-07
C135579	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.3322266401161187e-07
C135579	T cell receptor signaling pathway	GO:0050852	2.1751598155983487e-07
C135579	positive regulation of MAPK cascade	GO:0043410	4.1404948891710097e-07
C135579	positive regulation of cell migration	GO:0030335	5.459085293813003e-07
C135579	cellular response to reactive oxygen species	GO:0034614	8.303555194544288e-07
C135579	stimulatory C-type lectin receptor signaling pathway	GO:0002223	1.195760935157608e-06
C135579	positive regulation of cell proliferation	GO:0008284	1.20478536547175e-06
C135579	T cell costimulation	GO:0031295	1.4626031487052769e-06
C135579	peptidyl-serine phosphorylation	GO:0018105	1.6419088205710253e-06
C135579	angiogenesis	GO:0001525	4.271794191601509e-06
C135579	negative regulation of gene expression	GO:0010629	4.892912860987586e-06
C135579	cytokine-mediated signaling pathway	GO:0019221	5.703143709512304e-06
C135579	positive regulation of MAP kinase activity	GO:0043406	7.01235334410466e-06
C135579	vascular endothelial growth factor receptor signaling pathway	GO:0048010	9.236152316849378e-06
C135579	negative regulation of cell proliferation	GO:0008285	5.8607516606468124e-05
C135579	cellular response to cadmium ion	GO:0071276	6.712861106028534e-05
C135579	positive regulation of tumor necrosis factor production	GO:0032760	7.660708399981342e-05
C135579	peptidyl-tyrosine autophosphorylation	GO:0038083	9.570373353506856e-05
C135579	apoptotic signaling pathway	GO:0097190	0.00012467216628164746
C135579	positive regulation of ERK1 and ERK2 cascade	GO:0070374	0.0002211442921135065
C135579	negative regulation of inflammatory response to antigenic stimulus	GO:0002862	0.00023556173024974483
C135579	extrinsic apoptotic signaling pathway	GO:0097191	0.000291699363181519
C135579	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.000291699363181519
C135579	positive regulation of protein kinase B signaling	GO:0051897	0.0003063666900356976
C135579	cellular response to mechanical stimulus	GO:0071260	0.00031969553254773686
C135579	positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	0.0005865682394891047
C135579	growth hormone receptor signaling pathway	GO:0060396	0.0006018404726115811
C135579	regulation of cell adhesion mediated by integrin	GO:0033628	0.0006018404726115811
C135579	regulation of cell cycle	GO:0051726	0.0006267301884310683
C135579	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0007691550273281057
C135579	positive regulation of apoptotic process	GO:0043065	0.0007984704131013265
C135579	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0008925014509605367
C135579	regulation of cellular response to heat	GO:1900034	0.0011405043671827153
C135579	cellular response to DNA damage stimulus	GO:0006974	0.0013666465991295509
C135579	positive regulation of tyrosine phosphorylation of STAT protein	GO:0042531	0.0016111501334650224
C135579	positive regulation of angiogenesis	GO:0045766	0.0019202304984130558
C135579	lipopolysaccharide-mediated signaling pathway	GO:0031663	0.001964176558569841
C135579	cellular response to hydrogen peroxide	GO:0070301	0.0024428200940039835
C135579	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0027141613195234005
C135579	positive regulation of neuron death	GO:1901216	0.003234045355036241
C135579	cellular response to epidermal growth factor stimulus	GO:0071364	0.005641634417821839
C135579	B cell receptor signaling pathway	GO:0050853	0.005709884658899656
